ltable_id,rtable_id,label
conf/vldb/MargaritisFT01,LBwSSNaO7ggJ,0
conf/vldb/DeenJNNW00,5uZHo1MhJmEJ,0
conf/vldb/AnciauxBBPV01,5Q4Z6kBy8CIJ,0
journals/tods/SalemGS94,rm1zlNg-SMsJ,0
journals/tods/ZaharioudakisCF97,xl1Jscb79KEJ,0
conf/sigmod/Rosenthal01,url:http://portal.acm.org/citation.cfm%3Fid%3D375796,1
conf/vldb/Meier95,-ypu5B-7y9YJ,0
conf/sigmod/Keim99,du24TDljY84J,0
journals/sigmod/GrayG97,vNqMD9z2FicJ,1
journals/sigmod/Snodgrass94,rugPxuOyoV0J,0
journals/sigmod/Jarke95,Uu5oTUFVW6sJ,0
conf/sigmod/2003,PMYJqNEwetwJ,0
journals/vldb/HarrisR96,oSU478MZlQMJ,0
journals/vldb/DoanMDDH03,-PsgeiuPJOEJ,0
conf/sigmod/Greer99,4IqQJeythzkJ,0
conf/vldb/Toivonen96,WoV0-0k_NOUJ,0
conf/vldb/DeutschT03,gIMus2K4DkEJ,0
journals/sigmod/AndersonS94,JnDzZUKiCwkJ,0
conf/vldb/BrodieC99,QQWLPnFe2aIJ,0
conf/sigmod/HsiaoCY94,sE-N0LUARJcJ,0
conf/vldb/GuptaHQ95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1101355%26type%3Dpdf,0
conf/vldb/Hallmark95,VSR4PwHmGWsJ,0
journals/tods/LakshmananSS01,pNwYiA04cVAJ,0
journals/sigmod/Winslett02b,8R9IxVj6qIYJ,0
journals/vldb/LeeW94,DBscwwbTbH8J,0
conf/sigmod/CareyDNAGS97,GmUD1o-uPvYJ,1
journals/vldb/RamamurthyDS03,lojHMj5xWEwJ,0
conf/vldb/AbiteboulABBNM03,yPgAAEgIqG8J,0
conf/vldb/MohanBWSZ00,Ro0mbGz4sVEJ,0
conf/vldb/Celis96,ueZHZGp9BREJ,0
conf/vldb/ShanmugasundaramGTZDN99,wd9dp08MveIJ,1
conf/vldb/Raghavan96,W9vVce8PLi0J,0
journals/vldb/BalkirO98,ZMLloRv-swQJ,0
journals/tods/BertinoBFS98,5Zpm_QmAfv4J,1
conf/sigmod/GarofalakisGR02,BJBeZ446Yc0J,0
conf/sigmod/Miller98,_ExuZq1BkEkJ,1
conf/sigmod/PaparizosACJLNPSWWY03,9DodgncDmegJ,0
conf/sigmod/Englert94,3Sbiyrl-o74J,0
journals/sigmod/RosenthalSMBTL95,gGt28Hlx1doJ,0
journals/tods/GunopulosKMSTS03,5cAIVZJShAEJ,1
journals/sigmod/Loeffen94,TzvonruJAnEJ,0
conf/sigmod/IlyasRLGL03,a_25LMI64wMJ,0
journals/tods/GuoSW96,j4kSdzwwb4QJ,0
conf/vldb/Mattos03,HABVC8QXpu8J,0
journals/vldb/Ozsu03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D61736%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0
conf/vldb/HsuLOMTX02,mQeuLdJoQpsJ,0
conf/vldb/ChaHKK01,lW_0wZmDIaIJ,0
conf/vldb/AbiteboulMRVW98,NDtQEQpZDaMJ,0
conf/vldb/AggarwalHWY03,-ky1QbDlqdUJ,0
journals/vldb/NanopoulosM02,Og3OyCFeNyYJ,0
journals/sigmod/Snodgrass97a,9wnPH2ovRSAJ,0
conf/vldb/RothS97,1fQr1rJ4yCwJ,1
journals/sigmod/Winslett02c,fDA9tvWwcucJ,0
journals/vldb/PacittiS00,url:http://www.blackwell-synergy.com/doi/abs/10.1111/j.1478-0542.0066,0
conf/vldb/OrensteinK95,2aMnUkPpN6IJ,0
journals/sigmod/Winslett03b,7FpXYOf3poEJ,0
conf/sigmod/GuptaS03,FItXsWLw4FwJ,0
conf/vldb/WhiteheadSM97,fbkXSuupLnsJ,0
conf/sigmod/AgrawalS00,3YjSxkMfaVMJ,0
conf/vldb/KochBG03,h7LIBh6_jkgJ,0
conf/vldb/AmirKN01,KoFGsx1CWqcJ,0
conf/sigmod/HsiaoCY94,twWSI6qRVc8J,0
conf/sigmod/DreyerDS95,Vo0SqS-rk90J,0
conf/sigmod/AgichteinG03,A1QewRK5DHUJ,0
journals/sigmod/Widom94,Fv8J1JPgLCAJ,0
conf/sigmod/ChaudhuriN98a,AiXOfJPvvpUJ,1
conf/sigmod/FernandezS96,JxRYO1iUd5gJ,0
journals/sigmod/MusickM98,LS_7wR3wSyYJ,0
journals/sigmod/AshishK97,url:http://www.springerlink.com/index/KWQ9JN162N701TK0.pdf,0
conf/vldb/DagevilleZ02,2R6A5QJmMPYJ,0
journals/vldb/LometS97,qjLiaKLJ6eQJ,1
conf/sigmod/LakhamrajuRSS00,WeKVEdkOuDIJ,0
conf/sigmod/KiepuszewskiMO98,909hLNR8130J,1
journals/vldb/GibsonKR00,v821T7BdGbMJ,0
journals/vldb/MirbelPSTV00,N_Wq4cYNMVoJ,0
journals/vldb/BerchtoldKK97,z2xgaw3ocMQJ,0
conf/vldb/SakuraiYUK00,vSn5zY_DFgAJ,0
journals/sigmod/NgH95,url:http://portal.acm.org/citation.cfm%3Fid%3D202660.202665%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,1
conf/sigmod/Miller98,FEnoIcB6GwsJ,0
journals/sigmod/BarbaraBFLS94,VBdp5AjK0uMJ,0
conf/vldb/BasuFP00,8yhbBSPKZEoJ,0
conf/vldb/DeRose99,7Hxdf7NATvwJ,0
conf/sigmod/WhiteD95,ausBgcwV71YJ,0
conf/vldb/SrivastavaDJL96,WvvY_Ao19mAJ,1
conf/vldb/GoldmanW97,pYZ5kRRqF7QJ,0
conf/sigmod/LazaridisM01,tAY5gUKDg_AJ,0
journals/vldb/DeWittNSV96,dorfEJGVRS4J,0
conf/vldb/ViglasNB03,ky9PftlkgtEJ,0
conf/vldb/DaynesC02,JOvIykKpkTMJ,0
journals/sigmod/HanBP01,4jZomCSrpqsJ,0
conf/sigmod/BerensonBGMOO95,gWmqoNZHKAAJ,1
conf/sigmod/ShenoyHSBBS00,VITnhNMyeB8J,0
conf/vldb/BlottKS98,fZIvgPolCnwJ,0
journals/sigmod/HaritsaS96,jX4DIQ1z8m4J,0
conf/sigmod/BergstraesserBPS99,6voa0trjEioJ,0
journals/vldb/Baumann94,Z8F2ViRC0A4J,0
conf/vldb/HelalL00,TWeLEMduFEMJ,0
conf/sigmod/HanPDW01,Cmq7lkkXNt4J,0
journals/vldb/HelmerM03,VDIIQiK-F6UJ,0
conf/sigmod/RamanH02,5e9ggCfUY14J,0
conf/sigmod/ZhangNBB94,5CXqtAkGk6IJ,0
journals/sigmod/WeikumSR03,ErQ1S72DTiAJ,0
conf/sigmod/VingralekBW94,5J8lmLowj-AJ,0
conf/vldb/PottingerL00,GfBVmhLzA1MJ,0
journals/sigmod/Vassilakis00,e0j-56kaeR4J,1
journals/sigmod/Winslett03,hNx9EEtRqz0J,0
conf/vldb/KemmeA00,acnzsOLHFywJ,0
conf/vldb/LakshmananSS99,hcYKj7CHbWYJ,0
conf/sigmod/LeeWMS01,L3CPzshG7tEJ,0
journals/sigmod/LeveneP02,650ZrCZZevwJ,0
conf/sigmod/RoySSB00,OcqnRp-Xz70J,1
conf/vldb/KriegelPS00,VSQ0v1UlIvoJ,1
conf/vldb/Cluet03,R_asJ_ENMMcJ,0
conf/vldb/LiuLBHTS03,-8erEWRf6CIJ,0
conf/sigmod/ChaudhuriDY95,0LRr6nTypA4J,1
conf/vldb/CabreraRH95,HxQoc9PkFOMJ,0
conf/vldb/ImielinskiB02,TKQmjAJ40_cJ,0
conf/vldb/CabreraRH95,x3WHLHvq-SEJ,1
conf/vldb/BarjaPFWD94,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1066307%26type%3Dpdf,0
journals/sigmod/Camps96,z1kjT6kXg9YJ,0
conf/sigmod/HungYK96,3gpc7dPy-ucJ,1
conf/vldb/MatthesS94,-Gp4FgeOVUwJ,0
conf/vldb/NishioSTTL01,E4y44MNUvK8J,0
conf/vldb/CiliaHB02,KbkYtYLFMCgJ,0
journals/sigmod/PuSW01,k1xp9Ajm8ZQJ,0
conf/vldb/MankuM02,dkoIJqatfrsJ,1
conf/vldb/OzsuLON01,MYNGzJDjOQQJ,0
journals/sigmod/Franklin99,wK1kqfXd60gJ,0
journals/vldb/SinghalS97,3fO2448hZgwJ,1
conf/vldb/GarofalakisRS99,WB6WVZwLgD4J,0
journals/sigmod/Suciu97,96hV28d5xpAJ,0
conf/sigmod/BettiniWBJ95,b0jcvGA7UZoJ,0
conf/sigmod/BraumandlKK99,ywe7qzk4E5MJ,1
conf/vldb/CosleyLP02,6qrZtkTR24wJ,0
journals/sigmod/ClementiniF00,ipzkzXB-LcEJ,0
journals/sigmod/Fagin02,gpvMOyqksdsJ,1
conf/sigmod/FernandezFKLS98,W3H34LBUMtoJ,1
conf/sigmod/CareyCNVDRSM99,1u7ga8IPws0J,0
conf/sigmod/WangSSZZW00,-b8nLb2nKPIJ,0
journals/sigmod/JukicV97,8NqsyPga09IJ,0
conf/vldb/ChanFFGR02,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3DN9210389AH,0
conf/vldb/DayalHL01,JOESyIpWzzIJ,0
journals/tods/SrivastavaSRN95,AGHRDe4vKaEJ,0
conf/vldb/HelmerNM03,B7POLZ5jk90J,0
conf/vldb/LempelM02,aVhWognitAQJ,0
conf/sigmod/CareyCNVDRSM99,cUKc0xLDIl0J,0
journals/tods/BeneventanoBS03,4n-S1zGd8fMJ,0
journals/sigmod/Hainaut03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D959087%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1
conf/sigmod/WoelkBJOTU95,TL3EepXLn0sJ,0
conf/sigmod/IoannidisL94,tlMh5YcnWBkJ,0
conf/vldb/TsatalosSI94,BdsMGw6NLiAJ,0
journals/vldb/C95c,rRFiy6fpXmUJ,0
journals/sigmod/WestmannKHM00,1-J0Gtb37NQJ,0
conf/vldb/OrensteinK95,18PBIoT9eT4J,0
conf/vldb/VassalosP97,zmYz3dh0e-AJ,0
journals/tods/FormicaGM98,wYo6XpSQEYkJ,0
journals/tods/MayL02,5SjS94w5n-gJ,0
conf/vldb/ShanmugasundaramKSFF01,IiyNZuKEI40J,0
conf/vldb/TamuraK99,w2W3fqz4M7IJ,1
conf/sigmod/Whelan98,GJuX3DWO5lcJ,0
journals/sigmod/KuokFW98,qyXhN3CrVQ8J,1
conf/vldb/AgarwalADGNRS96,8qoREVtL6ooJ,0
journals/vldb/NgS98,OiJ1CMNx9icJ,0
conf/vldb/Brodie03,ON8S9VgeZHMJ,0
conf/sigmod/NybergBCGL94,kd-0q-M1O2gJ,1
journals/vldb/BerchtoldKK97,rvdyEFAiAewJ,0
conf/vldb/ShengBDM02,Q7s0qKBrWL8J,0
conf/sigmod/BrinDG95,JhPPFNFWJ1UJ,0
journals/sigmod/DunhamH95a,CiumYR8Q4WcJ,1
journals/vldb/C94c,12C0mk7WzpoJ,0
conf/vldb/Malaika96,goq6Z9bDeSsJ,0
conf/vldb/CarinoO98,iaOLRaqTWmEJ,1
journals/vldb/ManegoldBK00,dWpRSS0UJYAJ,0
journals/sigmod/YeungHL94,z_W8jZ203sUJ,0
journals/sigmod/EisenbergM99,OyHTvBkEafEJ,0
journals/tods/ChoG03,IFUNBvhyU5IJ,0
conf/vldb/RastogiS98,gNSRjezd168J,1
journals/tods/CasatiCPP99,NXex-Le6lS4J,0
journals/sigmod/Snodgrass03c,DiKbVN_0qzAJ,0
journals/sigmod/Snodgrass01,L9HFMK1DTDAJ,0
conf/sigmod/Blakeley94,ckKUfccnbcEJ,0
journals/sigmod/ConradHHKRSS99,FJgqsdBgCX0J,0
conf/sigmod/CareyDNAGS97,iurxdvB6oLAJ,0
conf/vldb/Gentili01,2j1dalv3kCEJ,1
journals/vldb/FengYLH02,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1101289%26type%3Dpdf,0
conf/vldb/GalhardasFSSS01,pnb4l-T-4GEJ,0
conf/sigmod/MoonSL00,HbrsuuNPd1QJ,0
conf/vldb/WangC03,G8ziA8qeVtkJ,0
conf/sigmod/AcharyaFZ97,xUEgGJBol6cJ,0
journals/sigmod/KokkotosIPS95,TBpUh_1cro4J,0
journals/sigmod/Suciu97,l3FaWUlkCAEJ,0
conf/vldb/ShashaB02,3HUnvGuXtZEJ,1
conf/sigmod/LuoKMPWLN02,27lnH5DU2MsJ,0
conf/vldb/MeccaCM01,VzPtjH-rxf8J,0
journals/sigmod/Roussopoulos98,uIe7Hx9mIfoJ,0
journals/sigmod/Kim99,1Keer7MOS54J,0
conf/vldb/YuAA03,dppjBzPuNuUJ,0
conf/sigmod/LometT03,oqrwIShrBH8J,0
journals/tods/Snodgrass01a,j9Stb5pC7BQJ,0
conf/sigmod/CohenM03,FbKAi2JL8l0J,0
journals/tods/TaoPZ02,Z15RBb_LNBgJ,0
conf/sigmod/KemperKM98,Qqjl7fkB_pMJ,0
conf/sigmod/OoiTZGLLLNSWZ03,xTLTpTj_ViAJ,0
conf/vldb/BouganimFV96,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3DA8622962AH,0
conf/vldb/ShanmugasundaramGTZDN99,JqfEbjic16sJ,1
conf/sigmod/ChoG00,r3VRcWg8-A0J,0
conf/sigmod/FaloutsosRM94,R4fVVmv_YvoJ,1
conf/sigmod/TatarinovIHW01,NI8ejmGX3fsJ,0
conf/vldb/ChakravarthyKAK94,ZPoFYhxgaTMJ,1
conf/vldb/Kornacker99,jtINMoklFMcJ,0
conf/vldb/ChangG97,vvivi2dLN9AJ,0
conf/sigmod/BarbaraI94,gyC0D8oJbQMJ,1
conf/vldb/DagevilleZ02,vBBXxPdUPOgJ,0
conf/vldb/WangC03,vmxFQL7lhKoJ,0
conf/sigmod/KarbhariRXD02,MI8KpID-iAwJ,0
conf/sigmod/AgrawalS00,vrPtW4-MbeoJ,0
conf/sigmod/CuiOTS03,T_G8POaluPYJ,0
journals/sigmod/BarbaraCJW01,O487tQlfpv4J,0
conf/sigmod/Mohan99,D4MiKRaC-rEJ,0
journals/vldb/KabraD99,7EFVGYLM5QkJ,0
conf/sigmod/GuhaJKSY02,SyipZGrt_U0J,0
conf/sigmod/FaloutsosL95,56AknoQlFB0J,1
journals/sigmod/Yang94,MyW5sLwDtogJ,0
conf/vldb/BliujuteJSS98,HSEOZDaC8ZUJ,1
conf/vldb/Blum99,fm69LHjS4T0J,0
conf/vldb/SeshadriLR97,WnYVibh8fxUJ,0
conf/vldb/GuptaM96,KGozLxgmg_0J,0
journals/sigmod/FengJH01,SUT-QTwqFNkJ,1
conf/sigmod/GuhaJKSY02,dKtvL68aAFwJ,0
journals/sigmod/RossHLW01,Yk4p2NDktz0J,0
journals/vldb/Halevy01,MyW5sLwDtogJ,0
conf/sigmod/Brown99,7v9LpAiq4KEJ,0
journals/vldb/Seshadri98,kSJkPmuSRVcJ,0
journals/vldb/Bertino94,ylP7n4GU-DQJ,1
conf/sigmod/BunemanKTT02,kW4hUCYF8EQJ,0
journals/vldb/Halevy01,NXKx0V8rHQQJ,1
journals/tods/KotidisR01,6twtfqrudGcJ,0
journals/tods/EiterLLS01,TKyySUinrgQJ,0
conf/sigmod/CorralMTV00,wXfzjYQNxA8J,0
conf/sigmod/DanS95,nTu7PUukM1wJ,1
conf/vldb/SeligmanBNSW95,sJ_PIug2jhwJ,0
journals/sigmod/Segev94b,4j5ryW5xA7YJ,0
conf/vldb/BhattacharjeePMLCH03,2bao_dZfCuQJ,0
conf/vldb/BalminHKPSW03,-Okp6Ckd8xwJ,0
journals/sigmod/JainH94,sj_7DWnVQ5gJ,1
conf/vldb/CarinoOBS99,f7tUB2u3yfwJ,0
conf/sigmod/Seshadri03,_ngwNMNwsn8J,0
conf/sigmod/QuassW97,TfIJHxpZeJIJ,1
conf/vldb/GarofalakisRS99,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1101964%26type%3Dpdf,0
conf/sigmod/Mohan99,xzD9v9IKf54J,0
conf/sigmod/HarinarayanRU96,JM1X7hho718J,1
conf/sigmod/SarawagiTA98,gPQK0cxAq3oJ,0
journals/sigmod/dOnofrioP03,5sHccIaABfQJ,0
conf/sigmod/HellersteinW02,9Ai_9dZChG4J,0
conf/vldb/AdiBEY00,lWDuxoy1cjQJ,0
conf/sigmod/BabuGR01,AZdXZ6YYqlsJ,0
conf/vldb/Adler01,VBeUbH6AYkAJ,0
journals/sigmod/LeeCL95,G1E5PwzwdSMJ,1
conf/sigmod/FlorescuLMS99,3oEA979dNiwJ,0
journals/sigmod/Snodgrass00b,s9CWAwr0YGAJ,0
conf/vldb/PereiraFJLS01,q6sq3TqyqfEJ,0
conf/vldb/Galindo-LegariaJWW03,yZEh6V4sSbgJ,0
journals/vldb/RamakrishnanSSS94,Yaymc8EDZ_oJ,0
conf/vldb/GibbonsMP97,FU-uq4Hu8QsJ,0
conf/sigmod/GodfreyGXZ01,AxPnIyVIDioJ,0
conf/sigmod/CeriFP98,Mo2WYsS5k2AJ,0
conf/sigmod/AndersonAF98,tP6zd0gYJ6wJ,0
conf/vldb/YangLH03,hUMTG7HNlyAJ,1
conf/sigmod/OlstonW02,6F9qwfiHNqIJ,0
conf/sigmod/NatsevRS99,Y3nejQSVKnUJ,1
conf/sigmod/MaratheS99,1fQr1rJ4yCwJ,0
conf/sigmod/Chamberlin03,-6j9mGImQdsJ,0
journals/vldb/AguileraCMVV02,SdVmepmUgQIJ,1
conf/sigmod/ChoSG00,neoilWrdHhgJ,0
conf/vldb/AmielBDS94,hBak02oe1GMJ,1
journals/tods/DekhtyarRS01,mRp3T5HMeKMJ,0
conf/sigmod/IvesFFLW99,A97Nx4HBpK4J,0
journals/sigmod/Liu02c,X2odIfnOC88J,0
journals/vldb/PoulovassilisS96,T7ILzFuVikAJ,0
conf/vldb/MignetMAC01,v-3FGNrp7AkJ,0
journals/sigmod/BiancheriPP01,url:http://portal.acm.org/citation.cfm%3Fid%3D354384.354533%26dl%3DGUIDE%26dl%3DACM%26type%3Dseries%26idx%3DSERIES316%26part%3DProceedings%26WantType%3DProceedings%26title%3DInternational%2520Multimedia%2520Conference%26CFID%3D11111111%26CFTOKEN%3D2222222,0
journals/tods/MehrotraRKS98,DdFcd6vYoO4J,0
conf/vldb/JohnsonS94,hlU97SBlFaIJ,0
conf/vldb/KoudasGGSV03,KGsCrjc-or8J,0
journals/tods/BrunoCG02,xQ97FvGQaZAJ,0
journals/vldb/YangW03,7WaQNGnv1l4J,1
conf/sigmod/RundensteinerKZWLLN99,YtMVuLN2XaYJ,0
journals/sigmod/BoulosO99,WGZUOBzxhh8J,0
conf/vldb/AnciauxBP03,VNxK7YflANgJ,0
conf/sigmod/Bussler02,-f2FsG-EC9IJ,0
conf/vldb/LlirbatST97,d_rfm7sa_-UJ,0
journals/vldb/FiebigHKMNSW02,v5Yet_3pjYYJ,0
conf/sigmod/KrollW94,F3WOuIYZcNMJ,0
conf/sigmod/SeshadriP97,SH3OoBaDEpgJ,0
conf/vldb/HelmerM97,9FYCWWvHkF4J,0
conf/vldb/CiliaHB02,CitXTYr5bzIJ,0
journals/sigmod/HasselbringHHKRRS00,X9PsaiaoDJ4J,1
conf/sigmod/BerchtoldK98,rZJLf9oQ_hEJ,0
journals/tods/FormicaGM98,_yEAzqlvcGQJ,0
conf/vldb/HelmerWM98,5ipPVLRhDqoJ,1
conf/vldb/George98,Xg5igdb3e4cJ,0
conf/sigmod/RinfretOO01,35wAmSjnSwcJ,0
conf/sigmod/GehrkeKS01,tOTe7iddlmMJ,1
conf/sigmod/Bussler01,BuNVmJAUSnYJ,0
journals/vldb/MuthOPW00,HW8IArdKCAAJ,0
conf/vldb/LlirbatST97,p_nBNJNjzAYJ,0
journals/tods/YanG99,kn9lIsdqHkkJ,0
journals/vldb/SakuraiYUK02,cK8eTIz37-gJ,0
conf/vldb/AltinelBKMPR03,wIlHF5DfRbMJ,1
journals/sigmod/RosenthalS99,GaygUZIrR-AJ,0
conf/vldb/GuptaHQ95,SctPhOZQMNAJ,0
conf/sigmod/SagonasSW94a,ZFkAF92i3nkJ,0
conf/sigmod/CareyCNVDRSM99,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3DN9210525AH,0
conf/sigmod/Carey94,0KGAE34EylkJ,0
conf/vldb/McKennaBHT96,LVNugtOtNdoJ,0
conf/sigmod/LiCHH97,jF7hpRs8htgJ,0
journals/vldb/ShegalovGW01,_es5nzlgFC4J,0
conf/sigmod/HeC03,rYu7vp9U9OEJ,0
journals/sigmod/Gal99,Iv9jseHWOe4J,0
conf/vldb/TreschPL95,GG1Qj0oeV4UJ,0
conf/vldb/TanSHCR01,004z3CTw0DEJ,1
conf/sigmod/Squire95,M92wUmwaB4wJ,0
conf/vldb/OoiYTJ01,YS4Bp68983sJ,0
journals/vldb/Ozsu03,7R9BzbhSU_0J,0
journals/tods/LiuHD98,SWXPyLZBRLEJ,0
conf/sigmod/ONeilQ97,359PjJkfNhQJ,1
journals/vldb/ShegalovGW01,-8mT7JarFD8J,0
journals/vldb/RamakrishnanSSS94,fox6JObTSDQJ,0
journals/sigmod/KiyokiKH94,JcHiZlbsts0J,0
journals/sigmod/SnodgrassHMOPRRWY98,7buZgUChnM0J,0
journals/vldb/NybergBCGL95,DvgC30ESwZ0J,0
journals/sigmod/Etzion99,aDxXrqrMy9IJ,1
journals/tods/Lerner00,v7PGfdCEQkgJ,0
conf/sigmod/BlakeleyP98,gvMpWmRttyAJ,0
conf/vldb/BettiniJWW02,tFuA828CptUJ,1
conf/sigmod/PatelD96,DKOLoon9_VAJ,0
journals/vldb/HarrisR96,VxS-UT5x7xAJ,0
conf/vldb/AksoyZF01,G3FDbQwXtI4J,0
conf/sigmod/Moore95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D74122%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0
journals/sigmod/Snodgrass99b,FZs7vmW3PAMJ,0
journals/sigmod/PalpanasPKG03,wEF3Q_U7brsJ,0
conf/vldb/Bowker00,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1101977%26type%3Dpdf,0
journals/vldb/WhiteD95,DsN8bgfQbM8J,0
conf/vldb/BonczRK98,EF-7qIyPPk0J,0
journals/sigmod/TanakaV01,_OkLd2dxvv4J,0
conf/vldb/GehrkeRG98,hobnzQKRlK4J,1
journals/tods/BunemanO96,-ZDi1Wdy_DoJ,1
conf/vldb/GhoshPSH02,UDQsHc_ps4IJ,0
conf/vldb/SilversteinBMU98,4qgArKD6LA4J,0
conf/sigmod/RaoR98,uHX7_KIw8uYJ,1
journals/vldb/CandanLS00,nXvDy_QqSd4J,1
conf/vldb/KalusD95,1QlwXRRpg9wJ,0
conf/sigmod/LiBKN03,ZQwQSIPzxnEJ,0
journals/tods/TaoSP03,Hq3W65us8dkJ,0
journals/vldb/C94b,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D641004%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0
journals/vldb/BenzakenD95,ywDvUjqsiPQJ,0
journals/sigmod/PuSW01,cVgF0jn9q6MJ,0
conf/vldb/PanRAMOHAMV02,a7xcOOL5980J,0
conf/sigmod/LiskovACDGGMMS96,Ey7Mbh6IdQIJ,1
journals/vldb/MylopoulosCPST96,S5QZuOo4AF8J,1
conf/vldb/LiM01,7cS9f1ZokIgJ,0
conf/sigmod/DoppelhammerHKK97,di5Q4ZyBHpkJ,0
journals/tods/HjaltasonS99,VEDf7vb98i8J,0
conf/sigmod/BabcockO03,BcueZs6iydsJ,0
journals/sigmod/GottlobKP03,rDRdlwdHGb0J,1
journals/sigmod/ArenasKKKMM03,yUKk52rXf60J,0
conf/vldb/KietzRS97,c_n_BYSwoKMJ,0
conf/sigmod/LabioWGG00,LXcuCwIcnCoJ,0
conf/sigmod/LarsonG03,-3zfC5-aSzIJ,0
journals/sigmod/Cetintemel01,99R10lJB_BAJ,0
conf/sigmod/ArasuG03,zz1KUCg2Rm0J,0
conf/sigmod/CatarciS01,owfPKT5ip68J,0
conf/vldb/VermeerA96,0-jSw5bb83kJ,0
conf/vldb/ZirintsisKM99,_F5xTSv_mz8J,0
journals/sigmod/Gal99,94IHiq9tp9MJ,0
conf/sigmod/HinneburgK99,url:http://adsabs.harvard.edu/abs/1974PhDT........46W,0
conf/vldb/NgC97,iCUqK7nY1wwJ,0
journals/sigmod/YeungHL94,y043N_Q9XMQJ,0
conf/sigmod/WangZS95,QHrpE-XaLoMJ,1
conf/sigmod/LibkinMW96,OfZWx8jhQvwJ,1
journals/sigmod/ShethGJRSWW96,ryG3LwbVgQAJ,0
conf/vldb/AggarwalHWY03,hFoh_5Q0A1EJ,0
conf/vldb/BunkerCCMMW01,l8EqERHsrIcJ,0
conf/vldb/JermaineDO99,3gfWZT1RvbgJ,0
conf/sigmod/MotakisZ97,url:http://portal.acm.org/citation.cfm%3Fid%3D565117.565142%26dl%3DGUIDE%26dl%3DACM%26type%3Dissue%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,0
conf/sigmod/HammerGIPUW95,4G3NKHmQMvAJ,0
conf/sigmod/CareyFZ94,_Dtj6cJQFAQJ,1
