ltable_id,rtable_id,label,score
1322,1146,0,0.0
773,1014,0,0.0
930,254,0,0.0
604,3199,0,0.005
1362,744,0,0.03
157,25,0,0.04
845,180,1,0.76
333,2915,0,0.0
829,3151,0,0.0
641,1177,0,0.15
477,2466,1,0.425
517,1667,0,0.61
443,1643,0,0.0
146,2853,0,0.005
276,3048,0,0.11
808,2125,0,0.0
1119,1351,0,0.615
511,998,0,0.0
605,2837,0,0.0
896,159,1,0.92
591,515,0,0.0
559,2860,0,0.05
602,897,0,0.0
753,2847,0,0.0
517,361,0,0.0
753,915,0,0.0
1141,2811,1,0.795
404,2890,1,0.08
1018,3156,0,0.63
587,3190,0,0.0
231,1925,0,0.0
594,1037,0,0.005
586,1485,0,0.0
557,338,0,0.215
556,1475,0,0.0
1024,2468,0,0.025
25,2099,0,0.32
897,452,1,0.843279761904762
971,647,0,0.0
32,2008,1,0.555
139,426,0,0.005
1099,767,1,0.995
823,2474,0,0.125
1004,2232,0,0.21
209,1937,0,0.005
1038,2638,0,0.04
848,843,0,0.55
235,1970,0,0.02
547,2863,0,0.09
320,3087,0,0.0
369,3062,0,0.565
1246,857,0,0.015
971,196,0,0.135
265,939,0,0.09
271,2877,0,0.0
571,111,0,0.0
157,1735,0,0.26
523,3085,0,0.07
557,190,0,0.005
897,921,0,0.07
465,151,0,0.005
208,1781,0,0.005
510,3062,0,0.09
1001,2544,0,0.145
132,2272,0,0.305
233,1153,0,0.855
944,2561,0,0.14
167,2850,0,0.0
559,326,1,0.805
731,3021,0,0.0
318,3039,0,0.01
606,2847,0,0.14
591,2158,0,0.01
1090,973,1,0.445
599,2996,0,0.49
1174,1213,0,0.0
1013,1566,0,0.0
1078,2669,0,0.055
559,2839,0,0.01
615,977,0,0.125
1068,2544,0,0.02
431,1773,0,0.0
588,1842,0,0.005
520,3092,0,0.015
993,3063,0,0.025
501,808,1,0.1
810,709,0,0.035
270,3060,0,0.0
198,64,0,0.28
580,2530,0,0.0
145,1137,0,0.03
1002,2478,0,0.0
1287,792,0,0.005
892,2839,0,0.04
420,2845,0,0.0
625,294,1,0.925
1052,2946,0,0.51
554,2062,0,0.03
548,523,0,0.0
86,1584,0,0.0
1266,1060,1,0.7
547,2816,0,0.05
1078,2723,0,0.0
511,915,0,0.005
653,2030,0,0.219375
799,1735,0,0.0
1284,3056,0,0.015
1036,1106,0,0.065
1148,1188,0,0.0
991,2900,0,0.005
287,1485,0,0.0
1340,648,1,0.045
608,939,0,0.005
512,111,0,0.41
588,151,0,0.0
1127,2238,0,0.0
146,2518,0,0.0
518,1805,0,0.0
362,2078,0,0.01
650,1776,0,0.01
1093,948,0,0.36
19,1237,1,0.29
518,3187,0,0.0
662,3109,0,0.005
554,3016,0,0.35
614,1170,0,0.78
484,750,0,0.115
618,1485,0,0.02
498,2153,0,0.23
1083,1949,0,0.515
490,2441,0,0.0
1078,2102,0,0.01
998,1449,0,0.425
538,2200,1,0.03
866,312,0,0.0
1275,2273,0,0.01
624,2224,0,0.19
802,2327,0,0.035
441,1086,0,0.115
1078,313,0,0.03
585,2517,1,0.7375
1341,647,1,0.845
574,1132,0,0.09
360,3030,0,0.02
181,1602,0,0.11
517,986,1,0.9
517,355,0,0.005
139,939,0,0.0
736,902,0,0.0
839,3094,0,0.16
827,1060,0,0.0
553,242,0,0.005
109,2501,0,0.47
1176,2329,0,0.0
589,3055,0,0.085
1038,2102,0,0.14
477,195,0,0.245
453,2076,0,0.0
570,2266,0,0.02
753,1132,0,0.0
244,137,0,0.0
520,3134,0,0.0
851,1080,0,0.02
546,190,0,0.005
168,2164,1,0.115
1118,1678,0,0.035
1051,1442,0,0.23
431,111,0,0.415
830,237,0,0.005
653,741,0,0.04
1273,326,0,0.0
1166,2205,0,0.275
892,324,0,0.0
1206,537,1,0.1
52,2008,0,0.105
497,1095,0,0.265
616,239,0,0.0
413,2873,1,0.98
587,2848,0,0.045
1004,852,0,0.235
333,257,0,0.0
606,2165,1,0.31
44,966,0,0.0
40,456,0,0.02
750,330,0,0.225
1258,1032,0,0.0
338,3059,0,0.0
539,1124,0,0.0
223,1583,0,0.0
371,2847,0,0.0
511,1902,0,0.135
1290,3056,0,0.05
396,3133,0,0.0
616,2252,0,0.0
897,521,0,0.0
1020,3132,0,0.6481944444444444
1089,1372,1,0.28375
935,3186,0,0.015
428,2956,0,0.0
1275,2937,1,1.0
81,1592,1,0.7325
527,190,0,0.0
333,2154,0,0.455
514,2600,0,0.005
1111,2621,0,0.0
583,1160,0,0.57
1176,2150,0,0.005
181,1584,0,0.005
294,1431,0,0.7775416666666668
625,944,0,0.085
990,2390,0,0.505
333,448,0,0.0
696,3106,0,0.005
518,1207,0,0.0
15,291,0,0.0
1050,243,0,0.45
490,2853,0,0.015
535,2818,0,0.0
1246,1280,0,0.0
592,426,0,0.005
93,1805,0,0.17
105,2804,0,0.02
852,2383,0,0.245
1122,2860,0,0.03
883,1017,0,0.0
1268,1059,1,0.563
592,2377,0,0.0
195,405,0,0.07
784,251,0,0.0
1308,2146,0,0.0
763,412,0,0.01
541,2867,1,0.55
608,1146,0,0.055
888,375,0,0.06
645,3160,0,0.095
267,444,0,0.0
753,273,0,0.0
536,2839,0,0.0
346,2865,1,0.875
350,151,0,0.0
1001,2083,0,0.005
353,1166,0,0.043250000000000004
1132,2993,0,0.0
556,2227,0,0.005
808,2100,0,0.085
572,3032,0,0.01
923,955,0,0.0
557,2671,0,0.0
1275,2399,0,0.01
1183,892,1,0.785
654,2154,0,0.0
143,1830,1,0.035
1050,2774,0,0.08
615,1213,0,0.135
532,1367,0,0.005
216,192,0,0.055
135,36,0,0.0
797,2597,1,0.48
823,1686,0,0.005
1265,1282,0,0.04
664,211,1,0.705
1317,491,0,0.48
528,1367,0,0.06
1322,99,0,0.015
1282,953,0,0.0
781,1687,0,0.0
1148,2363,0,0.115
1258,2273,0,0.0
1190,1026,1,0.99
951,330,0,0.01
145,2441,0,0.085
1004,2410,0,0.185
876,953,0,0.0
27,1701,0,0.005
287,3028,0,0.11
167,540,0,0.0
604,2821,0,0.0
599,2851,0,0.005
518,1075,0,0.01
1182,798,0,0.065
175,2998,0,0.005
78,878,0,0.0
890,2062,0,0.03
859,1440,0,0.08
839,145,0,0.015
497,1075,0,0.03
781,3029,0,0.0
88,1213,0,0.03
216,923,0,0.085
1190,1040,0,0.105
950,807,0,0.08
1299,3108,0,0.035
392,1878,0,0.005
734,598,0,0.48
796,2323,0,0.015
557,70,0,0.06
1004,2271,0,0.06
221,95,0,0.155
753,1643,0,0.0
1106,3106,0,0.0
274,2313,0,0.04
665,3154,0,0.01
761,1767,0,0.0
350,2393,0,0.0
854,191,1,0.6408333333333335
715,321,0,0.455
897,2308,0,0.005
44,3016,0,0.005
496,375,0,0.035
910,70,0,0.065
346,1583,0,0.07
481,1153,0,0.005
589,3215,0,0.57
443,959,0,0.0
490,1767,0,0.0
608,911,0,0.005
270,3164,0,0.015
556,179,0,0.055
1268,2772,0,0.66
512,1169,0,0.005
622,288,1,0.38
518,1182,0,0.14
695,162,0,0.075
484,2395,0,0.14875
62,2127,1,0.175
492,2172,0,0.0
537,895,1,0.87
604,2411,0,0.09
772,902,0,0.4
1024,2338,0,0.26
769,3011,0,0.0
748,965,0,0.1
516,485,0,0.0
991,423,0,0.01
1118,2393,0,0.005
565,2193,0,0.005
881,2039,0,0.005
1272,1028,0,0.7202500000000001
1362,2840,0,0.13
1225,1447,0,0.0
374,3141,0,0.37
796,5,0,0.175
837,444,0,0.6542857142857144
577,3055,0,0.405
632,36,0,0.005
1305,1007,0,0.0
565,893,0,0.0
547,1007,0,0.0
518,1007,0,0.075
781,2850,0,0.21833333333333335
1287,1026,0,0.005
1334,3161,0,0.31
1262,531,0,0.0
248,125,0,0.08
604,1497,0,0.0
635,2019,0,0.015
743,3003,0,0.0
82,632,0,0.07
876,566,0,0.0
526,3148,0,0.005
1322,984,0,0.0
565,921,0,0.055
394,2757,0,0.155
589,3063,0,0.03
371,945,0,0.0
910,1213,0,0.005
38,2058,1,0.235
1190,107,0,0.005
316,2624,0,0.065
562,893,0,0.0
763,386,1,0.55
1019,3060,0,0.0
604,2877,0,0.0
1053,2280,0,0.415
890,423,0,0.014285714285714285
251,73,0,0.0
510,2089,0,0.29
135,1497,0,0.0
503,1770,0,0.005
736,955,0,0.0
5,364,0,0.085
543,2860,0,0.0
1257,2920,0,0.0
1282,172,0,0.0
839,1135,0,0.074375
602,426,0,0.0
696,3110,0,0.0
1064,185,0,0.35
897,190,0,0.04
717,500,0,0.655
504,371,0,0.0
935,541,0,0.02
1340,2333,0,0.005
834,2871,0,0.235
492,2441,0,0.0
606,3209,0,0.0
531,111,0,0.0
321,2759,0,0.0
593,151,1,0.495
452,2377,0,1.0
124,2089,0,0.15
511,137,0,0.0
1281,3157,0,0.0
462,937,0,0.01
407,953,0,0.0
574,2518,0,0.0
249,1798,0,0.37
967,989,0,0.434375
1269,1062,0,0.02
851,2926,0,0.04
578,3175,0,0.0
1201,3106,0,0.35
1269,2765,0,0.0
584,1643,0,0.145
301,219,0,0.01
270,1148,0,0.04
1078,1033,0,0.0
632,1169,0,0.035
960,2122,0,0.02
504,2292,0,0.22
478,136,0,0.08
1287,1052,0,0.04
1259,3154,0,0.0
255,1161,0,0.02
736,1213,0,0.43
1360,610,1,0.5
3,348,0,0.0
272,2337,1,0.16
1225,3003,0,0.1
162,1493,1,0.955
1272,2399,0,0.0
722,3212,0,0.02
1115,1062,0,0.12
1331,638,1,0.145
522,1010,0,0.08
106,1698,0,0.015
586,3080,0,0.165
1115,1955,1,0.86
1185,562,1,0.91
897,911,0,0.0
577,3134,0,0.13
284,330,0,0.0
348,2206,0,0.0
798,3108,0,0.01
571,2821,0,0.01
82,2884,0,0.0
553,257,0,0.01
865,2251,0,0.035
594,2591,0,0.0
531,3109,0,0.045
992,533,0,0.01
654,2468,0,0.005
431,1163,0,0.005
1127,2156,0,0.0
4,1905,1,0.625
412,182,1,0.85875
737,1180,0,0.07
736,2212,0,0.0
1076,456,0,0.0
558,3048,0,0.7
1242,788,0,0.035
267,145,0,0.175
592,580,0,0.045
753,2833,0,0.005
1246,1341,0,0.005
638,2621,0,0.0
1300,737,1,0.88
572,1564,1,0.61
781,3190,0,0.02
179,2334,0,0.055
1341,3021,0,0.01
267,1595,0,0.0
839,444,0,0.05
903,2527,1,0.9095
67,1495,0,0.005
875,2612,0,0.165
431,77,0,0.0
512,2803,0,0.01
779,1427,0,0.01
738,2544,0,0.5224444444444444
1284,2720,0,0.015
389,621,0,0.06
222,3111,0,0.255
837,897,0,0.0
1287,2510,0,0.055
1284,462,0,0.005
953,850,1,0.84
244,1163,0,0.0
606,2474,0,0.02
923,1180,0,0.0
820,703,0,0.005
1334,430,0,0.0
1053,163,0,0.19
601,2105,0,0.0
781,1816,0,0.0
1138,547,0,0.235
642,190,0,0.005
425,3036,0,0.035
606,2518,0,0.0
609,2452,0,0.0
27,3070,0,0.01
465,977,0,0.5075714285714286
49,2072,1,0.16
1321,260,0,0.01
797,457,0,0.11
871,316,0,0.355
92,987,0,0.505
989,822,1,0.21
1213,2837,1,0.01
851,1040,0,0.11
883,190,0,0.005
346,1907,0,0.0
540,5,1,0.67
462,345,0,0.01
516,3017,0,0.015
465,368,0,0.445
361,1853,0,0.039375
267,2807,0,0.055
350,1763,0,0.0
1046,2348,1,0.07
860,515,0,0.0
376,1115,0,0.29
722,2198,0,0.0
333,2860,0,0.135
452,309,0,0.0
882,2139,0,0.02
453,2045,0,0.005
544,1182,0,0.01
689,1127,0,0.0
1190,1485,0,0.005
858,1007,0,0.005
26,485,0,0.015
371,2818,0,0.005
556,3014,0,0.08
40,2093,0,0.065
312,2801,0,0.015
607,2544,0,0.495
592,485,0,0.01
1199,954,0,0.23
646,3022,0,0.02
1196,791,0,0.07
1196,3025,0,0.27
1148,312,0,0.0
496,1715,0,0.0
265,465,0,0.265
669,2984,0,0.205
914,2049,0,0.505
1055,758,1,0.87
541,1010,0,0.045
711,3163,0,0.555
803,1146,0,0.0
910,2444,0,0.0
357,2108,0,0.37
1145,3199,0,0.01
88,3161,0,0.0
554,832,0,0.005
490,945,0,0.0
1341,2062,0,0.135
853,371,0,0.0
251,2818,0,0.0
1330,2606,0,0.0
589,3200,0,0.0
1205,536,1,0.05
225,998,0,0.665
1038,2550,0,0.135
1295,702,1,0.80875
653,2765,0,0.005
1251,314,0,0.01
808,2960,0,0.04
432,165,0,0.0
820,2032,0,0.01
544,2853,0,0.465
510,2064,0,0.005
539,1367,0,0.0
76,362,0,0.18
194,67,0,0.575
284,1447,0,0.0
1196,2133,0,0.005
1024,2273,0,0.025
587,1512,0,0.0
1016,548,0,0.5938888888888889
853,986,0,0.0
798,671,1,0.22
727,3222,0,0.385
631,2318,1,0.25
1257,313,0,0.2
1186,324,0,0.0
781,2474,0,0.0
950,3032,0,0.12
823,1095,0,0.0
1334,1146,0,0.005
1105,462,0,0.025
859,2613,0,0.025
604,1120,0,0.0
1275,2400,0,0.1
267,3213,0,0.1
1181,2860,0,0.0
355,1484,0,0.165
1056,1157,0,0.065
605,2411,0,0.01
697,2780,1,0.305
1008,1907,0,0.0
753,1014,0,0.0
208,1770,0,0.03
87,1120,0,0.005
518,1120,0,0.0
914,2585,0,0.725
606,2137,0,0.01
550,3094,0,0.005
939,2132,0,0.0
350,946,0,0.015
879,1060,0,0.005
176,423,0,0.03
109,1655,0,0.41
497,1512,0,0.0
1349,946,0,0.0
599,1475,0,0.0
1186,1612,0,0.0
646,3023,0,0.0
557,452,0,0.02
1290,204,0,0.005
361,452,0,0.0
923,371,0,0.145
611,1036,0,0.005
901,150,1,0.86
593,367,0,0.085
602,430,0,0.385
784,1020,0,0.025
1278,447,0,0.005
817,2839,0,0.0
47,2862,0,0.705
583,2194,1,0.56
431,1828,0,0.275
1305,1485,0,0.005
512,16,0,0.025
866,192,0,0.0
506,1010,0,0.0
523,1497,0,0.005
587,2821,0,0.0
860,222,0,0.255
349,435,0,0.0
267,1180,0,0.0
654,3160,0,0.13
608,257,0,0.055
49,548,0,0.175
572,355,0,0.0
1092,978,1,0.48
1185,1062,0,0.01
594,100,0,0.0
975,461,0,0.025
539,922,0,0.0
1330,371,0,0.0
1050,772,0,0.06
995,2135,0,0.25
826,2175,0,0.0
593,1564,0,0.005
1231,3094,0,0.0
1159,651,0,0.17
29,251,0,0.495
883,4,0,0.005
394,3221,0,0.49
944,2565,0,0.0
592,1923,0,0.0
554,2996,0,0.21
910,946,0,0.0
1114,1362,0,0.21
1319,477,0,0.635
715,399,1,0.445
779,1039,0,0.005
821,1519,0,0.815
839,331,0,0.03
1259,1157,0,0.005
1176,2820,0,0.0
214,2357,0,0.0
1329,1666,0,0.0
306,2976,0,0.24317098662207356
214,1533,0,0.0
859,2660,0,0.31
255,1772,0,0.215
578,1686,0,0.04
1190,2008,0,0.0
823,2850,0,0.025
15,2453,0,0.0
181,878,0,0.065
329,3041,0,0.8990070206706788
432,2398,0,0.425
44,2092,0,0.08
176,1655,0,0.74
588,430,0,0.0
875,2438,0,0.325
979,1344,0,0.22
361,430,0,0.005
571,2600,0,0.1
325,2619,0,0.025
1190,2752,0,0.379
309,403,0,0.02
465,1612,0,0.0
1246,1199,0,0.0
15,791,0,0.005
615,1612,0,0.06
273,8,1,0.92
657,705,0,0.08
396,1367,0,0.0
1176,2686,0,0.005
363,2854,1,0.305
890,2996,0,0.17
1262,368,0,0.0
584,1828,0,0.335
265,371,0,0.0
950,363,0,0.09
220,15,0,0.095
781,3183,0,0.0
577,2146,1,0.8023214285714286
839,986,0,0.1
228,1633,0,0.0
646,1666,0,0.155
322,190,0,0.93
925,572,0,0.008333333333333333
294,3128,0,0.11
993,3033,0,0.0
355,3095,0,0.235
847,1573,0,0.25
751,2728,0,0.0
752,629,0,0.235
531,1633,0,0.005
944,2589,0,0.15
1081,905,0,0.325
705,1083,0,0.03
587,1095,0,0.0
111,473,0,0.555
532,1214,0,0.005
531,77,0,0.0
981,2062,0,0.025
1293,3060,0,0.0
1038,219,0,0.07
588,254,0,0.04
27,2199,0,0.0
736,257,0,0.0
139,960,0,0.0
636,2547,0,0.325
816,777,0,0.0
79,3095,0,0.43
984,2234,1,0.395
1255,1086,0,0.36
737,2649,0,0.58
1235,1900,0,0.005
517,2649,1,0.85
999,3207,0,0.005
157,1151,0,0.07
1002,1440,0,0.53
532,1350,0,0.26
1174,369,0,0.0
1262,448,0,0.005
541,2441,0,0.005
490,1007,0,0.0
606,945,0,0.0
590,457,0,0.51
883,448,0,0.0
288,3006,0,0.8990070206706788
1275,2435,0,0.20916666666666664
517,331,0,0.04
372,740,0,0.0
773,1512,0,0.01
1287,2744,0,0.01
1244,1879,0,0.0
620,448,0,0.0
571,2877,0,0.16
858,2816,0,0.025
547,1095,0,0.0
991,1655,0,0.65
443,73,0,0.305
618,1970,0,0.0
614,273,0,0.0
225,3175,0,0.0
1262,358,0,0.085
287,448,0,0.0
665,2917,0,0.845
231,1712,0,0.605
146,1162,0,0.0
273,1214,0,0.0
1114,2425,0,0.21
389,3023,0,0.17
512,2791,0,0.0
219,728,0,0.0
211,1636,0,0.105
270,1007,0,0.0
700,412,1,0.7315
599,3009,0,0.05375
584,1169,0,0.05
897,939,0,0.0
654,2998,0,0.0
851,2402,0,0.04
615,99,0,0.0
531,2513,1,0.535
654,2112,0,0.0
1322,324,0,0.185
1086,1109,0,0.01
1273,2471,1,0.885
753,2961,0,0.0
328,3043,0,0.145
297,2967,0,0.43
992,2247,1,0.225
823,904,0,0.0
1105,1433,0,0.135
837,893,0,0.0
346,1164,0,0.05
35,2544,0,0.0
443,2959,0,0.0
389,1666,0,0.12
516,1678,0,0.01
470,1980,0,0.105
866,314,0,0.005
381,2640,1,0.82
711,279,0,0.0
26,242,0,0.005
1289,3157,0,0.085
282,2986,0,0.0
616,1514,1,0.565
412,917,0,0.015
574,2816,0,0.0
547,915,0,0.0
606,1010,0,0.115
1185,3202,0,0.06
1011,1090,0,0.075
1019,1485,0,0.0
371,2837,0,0.19
287,330,0,0.0
1179,342,0,0.0
858,3187,0,0.7692857142857144
565,372,0,0.0
368,2864,0,0.555
17,1984,1,0.455
574,3215,0,0.0
532,2302,0,0.525
1118,338,0,0.004375
910,75,0,0.0
883,372,0,0.0
823,2206,0,0.0
1258,2402,1,1.0
580,922,0,0.0
514,2816,0,0.0
1272,783,0,0.0
773,2316,0,0.175
937,1551,0,0.005
1281,3162,0,0.38
999,1103,0,0.11
1225,1373,0,0.0
1293,2998,0,0.15
858,2853,0,0.0
606,998,0,0.0
527,216,0,0.0
606,1159,0,0.0
625,127,0,0.215
514,1497,0,0.0
965,2819,0,0.02
528,3087,0,0.0
772,923,0,0.0
1185,535,0,0.335
646,832,0,0.175
1221,2323,0,0.028999999999999998
1170,1167,0,0.015
1308,2367,0,0.0
1105,2720,0,0.005
572,954,0,0.9693478260869566
851,2273,0,0.015
67,1117,0,0.0
641,333,1,0.695
726,2788,1,0.755
157,37,0,0.145
799,2612,0,0.005
1186,946,0,0.0
254,1777,0,0.02
1322,893,0,0.0
382,216,0,0.0
46,2622,0,0.015
216,1564,0,0.04
1272,1039,0,0.01
431,1715,0,0.0
1096,1351,1,1.0
282,2987,0,0.015
211,3091,0,0.0
1179,2850,0,0.0
948,2077,0,0.305
1279,523,0,0.0
753,3199,0,0.0
287,2141,0,0.0
1177,1585,0,0.0
474,998,0,0.0
858,1207,0,0.04
444,2048,0,0.015
943,880,1,0.93
823,1162,0,0.08
1330,508,0,0.035
1326,678,1,0.72
551,2216,0,0.0
1074,2095,1,0.825
454,2945,0,0.275
517,566,0,0.01
504,531,0,0.0
1078,2402,0,0.0
670,558,0,0.0
547,2877,1,0.59
279,1437,0,0.06
323,3119,0,0.33335515873015864
1179,1816,0,0.0
24,1583,0,0.52
371,2206,0,0.0
132,582,0,0.005
823,1514,0,0.245
93,1643,0,0.15
559,176,0,0.01
515,2227,0,0.005
274,647,0,0.0
736,2193,0,0.0
1272,1048,1,0.368
604,2848,0,0.0
1310,2771,0,0.5
617,2999,0,0.04
1127,2392,0,0.0
41,851,0,0.0
1287,2065,0,0.205
248,36,0,0.065
1329,2143,1,0.23
1099,2922,0,0.245
1038,2310,0,0.005
514,3027,0,0.045
402,2945,0,0.665
369,3007,0,0.29
157,49,0,0.48
587,2833,0,0.0
602,71,0,0.0
1257,2030,0,0.525
1287,1039,0,0.02
1001,2550,0,0.005
1287,1733,0,0.69
622,878,0,0.005
516,960,0,0.215
271,945,0,0.0
6,327,0,0.005
371,2848,0,0.335
101,1670,1,0.593125
135,1922,0,0.0
1326,2105,0,0.015
1075,1384,0,0.01
316,305,0,0.42
35,2050,0,0.01
541,1007,0,0.02
517,372,0,0.0
859,802,0,0.005
441,1059,0,0.7049722222222222
317,1928,0,0.15
285,2946,0,0.18
751,3167,0,0.02
515,307,0,0.0
561,3034,0,0.0
350,430,0,0.00875
574,1636,0,0.105
7,1617,0,0.19
1139,2502,0,0.0
1177,2833,0,0.075
522,1120,0,0.0
146,2316,0,0.09
574,1010,0,0.0
856,3111,0,0.03
883,3188,0,0.0
766,389,1,0.65
146,998,0,0.02
1246,1321,0,0.01
26,921,0,0.0
543,1151,0,0.03
364,2503,0,0.005
5,202,0,0.09
361,558,0,0.01
804,1355,0,0.25
1229,902,0,0.005
1148,2839,0,0.015
512,286,0,0.77
1324,1115,0,0.03
124,1442,0,0.095
1004,2270,0,0.185
1341,3016,0,0.015
1258,1083,0,0.0
789,3108,0,0.0
518,945,0,0.09
1258,1040,0,0.048125
26,4,0,0.03
348,332,0,0.0
734,2060,0,0.04
455,769,0,0.520640873015873
355,2004,0,0.62
1014,2987,0,0.015
1321,1475,0,0.01
620,190,1,0.765
565,1017,0,0.005
737,639,0,0.0
827,2756,0,0.0
1204,3127,0,0.01
527,182,0,0.0
639,322,1,0.44
774,2393,0,0.0
1176,2395,0,0.005
883,531,0,0.0
599,3016,0,0.01
606,1095,0,0.0
2,1881,1,0.115
858,3027,0,0.03
1252,145,0,0.12
803,354,0,0.135
109,3048,0,0.415
1293,1485,0,0.38833333333333336
662,3160,0,0.0
781,1686,0,0.03
804,2207,0,0.16166666666666668
455,3036,0,0.145
271,1007,0,0.0
321,2174,0,0.0
46,2078,1,0.65
903,2027,0,0.2
484,3224,0,0.0
1190,2399,0,0.379
1055,772,0,0.8313349567099567
562,430,0,0.0
820,691,1,0.63
653,2402,0,0.005
950,294,0,0.0
44,2996,0,0.36
1048,1140,0,0.0
581,1690,0,0.2
946,1157,0,0.0
763,1647,0,0.115
753,3126,0,0.0
1115,2273,0,0.09
678,260,1,0.56
1177,3199,0,0.0
556,2501,0,0.11
453,2987,0,0.0
348,1512,0,0.0
1177,1182,0,0.005
858,2833,0,0.0
736,324,0,0.0
594,3070,0,0.0
641,147,0,0.305
1278,653,0,0.0
128,2253,0,0.24
632,1026,0,0.0
171,1182,0,0.015
518,1105,0,0.0
579,2318,0,0.005
516,558,0,0.0
570,784,0,0.08
892,960,0,0.01
1174,923,1,0.595
1044,2566,0,0.855
823,1170,0,0.095
556,3009,0,0.215
604,1163,0,0.0
578,3091,0,0.01
284,2363,0,0.465
1257,1039,0,0.005
23,2039,0,0.095
109,2227,1,0.224375
1290,2490,0,0.0
312,663,0,0.645
604,808,0,0.0
382,2292,0,0.0
605,2853,0,0.165
502,1651,0,0.11
502,1785,0,0.115
974,2307,0,0.94
1180,2132,1,0.28
965,2314,1,0.585
837,1180,0,0.0
876,151,0,0.07
784,2577,1,0.82
1269,2085,0,0.0
828,2819,0,0.42
632,2792,0,0.0
549,1738,0,0.0
269,1973,0,0.475
1009,817,1,0.235
1080,2026,0,0.06
45,163,0,0.015
944,2550,0,0.005
789,2562,1,0.47
602,1150,0,0.0
554,647,0,0.0
1053,759,1,0.825
1124,878,0,0.0
1105,2926,0,0.0
1150,925,1,0.5838888888888889
258,2669,0,0.0
858,3190,0,0.0
565,531,0,0.0
565,369,0,0.08
823,998,0,0.035
574,3199,0,0.0
1068,1157,0,0.185
310,2161,0,0.105
632,2688,0,0.01
875,1031,0,0.12
1242,1139,0,0.005
133,1875,0,0.04
1116,3067,0,0.02
616,286,0,0.02
731,196,0,0.0
1264,1433,0,0.0
1243,517,1,0.08
1341,307,0,0.0
652,3216,0,0.01
337,3061,0,0.275
1177,1497,0,0.0
207,1525,1,0.145
1348,600,1,0.65
418,2884,0,0.23317098662207358
1071,1197,0,0.38
645,286,0,0.085
760,577,0,0.085
264,1180,0,0.005
662,1720,0,0.125
1264,792,0,0.215
1321,307,0,0.015
606,2998,0,0.0
225,1518,0,0.005
619,290,1,0.66
881,2283,0,0.225
512,915,0,0.005
368,603,0,0.18
389,423,0,0.05
615,954,0,0.005
859,2398,0,0.23
930,2860,0,0.005
523,1137,0,0.0
157,3164,0,0.19
541,2877,0,0.115
79,2489,0,0.645
710,2565,0,0.465
837,3166,0,0.005
78,1584,0,0.0
520,1402,0,0.005
891,2860,0,0.0
518,2195,0,0.0
176,1475,1,0.965
222,2685,0,0.0
433,2242,1,0.489375
539,2843,0,0.0
1353,3021,0,0.01
609,3134,0,0.005
522,2867,0,0.0
272,1186,0,0.0
230,2334,0,0.0
608,521,0,0.0
944,1167,0,0.0
597,521,1,0.5420357142857143
1270,466,1,0.905
654,533,0,0.015
875,178,0,0.0
876,324,0,0.0
1322,921,0,0.05
511,2863,0,0.04
731,647,0,0.0
779,535,0,0.265
604,2137,0,0.0
1182,2608,0,0.015
264,331,0,0.045
250,1923,0,0.0
562,954,1,0.915
1162,2238,0,0.015
465,99,0,0.0
431,3109,1,0.53
