ltable_id,rtable_id,label,base_score,shift_score
517,1667,0,0.61,0.59
443,1643,0,0.0,0.09
146,2853,0,0.005,0.03
276,3048,0,0.11,0.725
808,2125,0,0.0,0.06
1119,1351,0,0.615,0.48
511,998,0,0.0,0.005
605,2837,0,0.0,0.005
896,159,1,0.92,0.335
591,515,0,0.0,0.0
559,2860,0,0.05,0.005
602,897,0,0.0,0.0
753,2847,0,0.0,0.12218221883210441
517,361,0,0.0,0.125
753,915,0,0.0,0.12718221883210443
1141,2811,1,0.795,0.655
404,2890,1,0.08,0.06
1018,3156,0,0.63,0.9649129665954811
587,3190,0,0.0,0.03
231,1925,0,0.0,0.055
594,1037,0,0.005,0.098375
586,1485,0,0.0,0.0
557,338,0,0.215,0.195
556,1475,0,0.0,0.435
1024,2468,0,0.025,0.04
25,2099,0,0.32,1.0
897,452,1,0.843279761904762,0.24875
971,647,0,0.0,0.165
32,2008,1,0.555,1.0
139,426,0,0.005,0.0
1099,767,1,0.995,0.56
823,2474,0,0.125,0.29
1004,2232,0,0.21,0.175
209,1937,0,0.005,0.035
1038,2638,0,0.04,0.225
848,843,0,0.55,0.05
235,1970,0,0.02,0.095
547,2863,0,0.09,0.04
320,3087,0,0.0,0.0
369,3062,0,0.565,0.245
1246,857,0,0.015,0.005
971,196,0,0.135,0.165
265,939,0,0.09,0.305
271,2877,0,0.0,0.09
571,111,0,0.0,0.039
157,1735,0,0.26,0.14
523,3085,0,0.07,0.005
557,190,0,0.005,0.015
897,921,0,0.07,0.005
465,151,0,0.005,0.02
208,1781,0,0.005,0.035
510,3062,0,0.09,0.08
1001,2544,0,0.145,0.05
132,2272,0,0.305,0.095
233,1153,0,0.855,0.9649129665954811
944,2561,0,0.14,0.175
167,2850,0,0.0,0.005
559,326,1,0.805,0.7
731,3021,0,0.0,0.18
318,3039,0,0.01,0.06
606,2847,0,0.14,0.175
591,2158,0,0.01,0.01
1090,973,1,0.445,0.33
599,2996,0,0.49,0.995
1174,1213,0,0.0,0.0
1013,1566,0,0.0,0.22
1078,2669,0,0.055,0.38
559,2839,0,0.01,0.0
615,977,0,0.125,0.19
1068,2544,0,0.02,0.045
431,1773,0,0.0,0.005
588,1842,0,0.005,0.0
520,3092,0,0.015,0.215
993,3063,0,0.025,0.03
501,808,1,0.1,0.6534210526315789
810,709,0,0.035,0.1
270,3060,0,0.0,0.0
198,64,0,0.28,0.2582083333333333
580,2530,0,0.0,0.005
145,1137,0,0.03,0.02
1002,2478,0,0.0,0.0
1287,792,0,0.005,0.005
892,2839,0,0.04,0.02
420,2845,0,0.0,0.0
625,294,1,0.925,0.6646924200250102
1052,2946,0,0.51,0.5829781376518218
554,2062,0,0.03,0.23
548,523,0,0.0,0.0
86,1584,0,0.0,0.005
1266,1060,1,0.7,0.24
547,2816,0,0.05,0.73
1078,2723,0,0.0,0.005
511,915,0,0.005,0.005
653,2030,0,0.219375,0.27
799,1735,0,0.0,0.0
1284,3056,0,0.015,0.08
1036,1106,0,0.065,0.03
1148,1188,0,0.0,0.0
991,2900,0,0.005,0.005
287,1485,0,0.0,0.0
1340,648,1,0.045,0.114
608,939,0,0.005,0.035
512,111,0,0.41,0.295
588,151,0,0.0,0.0
1127,2238,0,0.0,0.065
146,2518,0,0.0,0.085
518,1805,0,0.0,0.005
362,2078,0,0.01,0.49869958754502586
650,1776,0,0.01,0.07
1093,948,0,0.36,0.085
19,1237,1,0.29,0.63
518,3187,0,0.0,0.375
662,3109,0,0.005,0.09
554,3016,0,0.35,0.805
614,1170,0,0.78,0.99
484,750,0,0.115,0.12
618,1485,0,0.02,0.05
498,2153,0,0.23,0.5286607142857143
1083,1949,0,0.515,0.38
490,2441,0,0.0,0.0
1078,2102,0,0.01,0.03
998,1449,0,0.425,0.685
538,2200,1,0.03,0.9649129665954811
866,312,0,0.0,0.0
1275,2273,0,0.01,0.04
624,2224,0,0.19,0.21899999999999997
802,2327,0,0.035,0.45
441,1086,0,0.115,0.065
1078,313,0,0.03,0.13
585,2517,1,0.7375,0.095
1341,647,1,0.845,0.165
574,1132,0,0.09,0.16
360,3030,0,0.02,0.195
181,1602,0,0.11,0.05
517,986,1,0.9,0.73
517,355,0,0.005,0.0
139,939,0,0.0,0.0
736,902,0,0.0,0.0
839,3094,0,0.16,0.14
827,1060,0,0.0,0.0
553,242,0,0.005,0.005
109,2501,0,0.47,0.735
1176,2329,0,0.0,0.0
589,3055,0,0.085,0.405
1038,2102,0,0.14,0.155
477,195,0,0.245,0.125
453,2076,0,0.0,0.0
570,2266,0,0.02,0.175
753,1132,0,0.0,0.015
244,137,0,0.0,0.0
520,3134,0,0.0,0.0
851,1080,0,0.02,0.05
546,190,0,0.005,0.0
168,2164,1,0.115,0.01
1118,1678,0,0.035,0.21
1051,1442,0,0.23,0.51
431,111,0,0.415,0.26375
830,237,0,0.005,0.0
653,741,0,0.04,0.6790307692307692
1273,326,0,0.0,0.0
1166,2205,0,0.275,0.805
892,324,0,0.0,0.0
1206,537,1,0.1,0.35
52,2008,0,0.105,0.5292409691292463
497,1095,0,0.265,0.4975
616,239,0,0.0,0.09792295957284516
413,2873,1,0.98,0.9649129665954811
587,2848,0,0.045,0.05
1004,852,0,0.235,0.12
333,257,0,0.0,0.0
606,2165,1,0.31,0.49
44,966,0,0.0,0.04
40,456,0,0.02,0.01
750,330,0,0.225,0.235
1258,1032,0,0.0,0.0
338,3059,0,0.0,0.0
539,1124,0,0.0,0.14
223,1583,0,0.0,0.005
371,2847,0,0.0,0.015
511,1902,0,0.135,0.129
1290,3056,0,0.05,0.14
396,3133,0,0.0,0.075
616,2252,0,0.0,0.0
897,521,0,0.0,0.0
1020,3132,0,0.6481944444444444,0.1
1089,1372,1,0.28375,0.5144
935,3186,0,0.015,0.13
428,2956,0,0.0,0.025
1275,2937,1,1.0,0.345
81,1592,1,0.7325,0.94
527,190,0,0.0,0.06346666666666667
333,2154,0,0.455,0.9649129665954811
514,2600,0,0.005,0.02
1111,2621,0,0.0,0.0
583,1160,0,0.57,0.91
1176,2150,0,0.005,0.02
181,1584,0,0.005,0.0
294,1431,0,0.7775416666666668,0.5475
625,944,0,0.085,0.335
990,2390,0,0.505,0.8990070206706787
333,448,0,0.0,0.0
696,3106,0,0.005,0.075
518,1207,0,0.0,0.0
15,291,0,0.0,0.024375
1050,243,0,0.45,0.24
490,2853,0,0.015,0.01
535,2818,0,0.0,0.12218221883210441
1246,1280,0,0.0,0.075
592,426,0,0.005,0.005
93,1805,0,0.17,0.154
105,2804,0,0.02,0.8990070206706787
852,2383,0,0.245,0.095
1122,2860,0,0.03,0.025
883,1017,0,0.0,0.07
1268,1059,1,0.563,0.225
592,2377,0,0.0,0.07366666666666667
195,405,0,0.07,0.3493313129726846
784,251,0,0.0,0.0
1308,2146,0,0.0,0.3157249645853765
763,412,0,0.01,0.025
541,2867,1,0.55,0.9649129665954811
608,1146,0,0.055,0.325
888,375,0,0.06,0.205
645,3160,0,0.095,0.889
267,444,0,0.0,0.16366805761206085
753,273,0,0.0,0.015
536,2839,0,0.0,0.0
346,2865,1,0.875,0.9649129665954811
350,151,0,0.0,0.0
1001,2083,0,0.005,0.02
353,1166,0,0.043250000000000004,0.07
1132,2993,0,0.0,0.02
556,2227,0,0.005,0.005
808,2100,0,0.085,0.27
572,3032,0,0.01,0.015
923,955,0,0.0,0.0
557,2671,0,0.0,0.005
1275,2399,0,0.01,0.04
1183,892,1,0.785,0.9649129665954811
654,2154,0,0.0,0.0
143,1830,1,0.035,0.07
1050,2774,0,0.08,0.6674835526315789
615,1213,0,0.135,0.2089473684210526
532,1367,0,0.005,0.2
216,192,0,0.055,0.035
135,36,0,0.0,0.0
797,2597,1,0.48,0.34375
823,1686,0,0.005,0.025
1265,1282,0,0.04,0.21
664,211,1,0.705,0.46
1317,491,0,0.48,0.04
528,1367,0,0.06,0.175
1322,99,0,0.015,0.055
1282,953,0,0.0,0.0
781,1687,0,0.0,0.0
1148,2363,0,0.115,0.135
1258,2273,0,0.0,0.13
1190,1026,1,0.99,0.135
951,330,0,0.01,0.135
145,2441,0,0.085,0.27
1004,2410,0,0.185,0.335
876,953,0,0.0,0.0
27,1701,0,0.005,0.024375
287,3028,0,0.11,0.135
167,540,0,0.0,0.0
604,2821,0,0.0,0.1
599,2851,0,0.005,0.515
518,1075,0,0.01,0.005
1182,798,0,0.065,0.03
175,2998,0,0.005,0.015
78,878,0,0.0,0.0
890,2062,0,0.03,0.23
859,1440,0,0.08,0.8990070206706787
839,145,0,0.015,0.103575
497,1075,0,0.03,0.625
781,3029,0,0.0,0.0
88,1213,0,0.03,0.015
216,923,0,0.085,0.035
1190,1040,0,0.105,0.035
950,807,0,0.08,0.015
1299,3108,0,0.035,0.075
392,1878,0,0.005,0.005
734,598,0,0.48,0.185
796,2323,0,0.015,0.01
557,70,0,0.06,0.135
1004,2271,0,0.06,0.175
221,95,0,0.155,0.13
753,1643,0,0.0,0.03
1106,3106,0,0.0,0.0
274,2313,0,0.04,0.21997827146368337
665,3154,0,0.01,0.01
761,1767,0,0.0,0.005
350,2393,0,0.0,0.0
854,191,1,0.6408333333333335,0.43375
715,321,0,0.455,0.5611212406015038
897,2308,0,0.005,0.095
44,3016,0,0.005,0.565
496,375,0,0.035,0.48
910,70,0,0.065,0.145
346,1583,0,0.07,0.015
481,1153,0,0.005,0.16
589,3215,0,0.57,0.12
443,959,0,0.0,0.135
490,1767,0,0.0,0.0
608,911,0,0.005,0.035
270,3164,0,0.015,0.0
556,179,0,0.055,0.0
1268,2772,0,0.66,0.22
512,1169,0,0.005,0.11928571428571429
622,288,1,0.38,0.19
518,1182,0,0.14,0.715
695,162,0,0.075,0.845228480849413
484,2395,0,0.14875,0.6230043859649124
62,2127,1,0.175,0.085
492,2172,0,0.0,0.0
537,895,1,0.87,0.6586932975229852
604,2411,0,0.09,0.22
772,902,0,0.4,0.475
1024,2338,0,0.26,0.345
769,3011,0,0.0,0.0
748,965,0,0.1,0.02
516,485,0,0.0,0.0
991,423,0,0.01,0.025
1118,2393,0,0.005,0.065
565,2193,0,0.005,0.02
881,2039,0,0.005,0.385
1272,1028,0,0.7202500000000001,0.455
1362,2840,0,0.13,0.3205073099415204
1225,1447,0,0.0,0.0
374,3141,0,0.37,0.3394736842105263
796,5,0,0.175,0.29
837,444,0,0.6542857142857144,0.535
577,3055,0,0.405,0.63
632,36,0,0.005,0.0
1305,1007,0,0.0,0.0
565,893,0,0.0,0.0
547,1007,0,0.0,0.0
518,1007,0,0.075,0.125
781,2850,0,0.21833333333333335,0.295
1287,1026,0,0.005,0.025
1334,3161,0,0.31,0.475
1262,531,0,0.0,0.005
248,125,0,0.08,0.06
604,1497,0,0.0,0.11683571428571429
635,2019,0,0.015,0.02
743,3003,0,0.0,0.0
82,632,0,0.07,0.095
876,566,0,0.0,0.0
526,3148,0,0.005,0.0
1322,984,0,0.0,0.0
565,921,0,0.055,0.095
394,2757,0,0.155,0.9649129665954811
589,3063,0,0.03,0.04
371,945,0,0.0,0.03
910,1213,0,0.005,0.125
38,2058,1,0.235,0.8320668859649123
1190,107,0,0.005,0.0
316,2624,0,0.065,0.08
562,893,0,0.0,0.0
763,386,1,0.55,0.3
1019,3060,0,0.0,0.0
604,2877,0,0.0,0.1
1053,2280,0,0.415,0.11
890,423,0,0.014285714285714285,0.025
251,73,0,0.0,0.0
510,2089,0,0.29,0.17
135,1497,0,0.0,0.035
503,1770,0,0.005,0.04
736,955,0,0.0,0.0
5,364,0,0.085,0.085
543,2860,0,0.0,0.0
1257,2920,0,0.0,0.0
1282,172,0,0.0,0.0
839,1135,0,0.074375,0.12
602,426,0,0.0,0.0
696,3110,0,0.0,0.055
1064,185,0,0.35,0.42
897,190,0,0.04,0.085
717,500,0,0.655,0.43
504,371,0,0.0,0.0
935,541,0,0.02,0.01
1340,2333,0,0.005,0.005
834,2871,0,0.235,0.22899999999999998
492,2441,0,0.0,0.0
606,3209,0,0.0,0.0
531,111,0,0.0,0.0
321,2759,0,0.0,0.0
593,151,1,0.495,0.9693478260869566
452,2377,0,1.0,0.7274488107650713
124,2089,0,0.15,0.655
511,137,0,0.0,0.0
1281,3157,0,0.0,0.025
462,937,0,0.01,0.035
407,953,0,0.0,0.0
574,2518,0,0.0,0.075
249,1798,0,0.37,0.23987499999999998
967,989,0,0.434375,0.195
1269,1062,0,0.02,0.075
851,2926,0,0.04,0.025
578,3175,0,0.0,0.01
1201,3106,0,0.35,0.06
1269,2765,0,0.0,0.015
584,1643,0,0.145,0.17
301,219,0,0.01,0.02
270,1148,0,0.04,0.28
1078,1033,0,0.0,0.0
632,1169,0,0.035,0.405
960,2122,0,0.02,0.02
504,2292,0,0.22,0.435
478,136,0,0.08,0.17
1287,1052,0,0.04,0.085
1259,3154,0,0.0,0.005
255,1161,0,0.02,0.0
736,1213,0,0.43,0.44909090909090904
1360,610,1,0.5,0.33
3,348,0,0.0,0.025
272,2337,1,0.16,0.03
1225,3003,0,0.1,0.06
162,1493,1,0.955,0.33
1272,2399,0,0.0,0.13
722,3212,0,0.02,0.005
1115,1062,0,0.12,0.1
1331,638,1,0.145,0.345
522,1010,0,0.08,0.14
106,1698,0,0.015,0.015
586,3080,0,0.165,0.43
1115,1955,1,0.86,0.55
1185,562,1,0.91,0.38
897,911,0,0.0,0.0
577,3134,0,0.13,0.77
284,330,0,0.0,0.005
348,2206,0,0.0,0.12198221883210442
798,3108,0,0.01,0.194375
571,2821,0,0.01,0.13
82,2884,0,0.0,0.0
553,257,0,0.01,0.005
865,2251,0,0.035,0.27236842105263154
594,2591,0,0.0,0.025
531,3109,0,0.045,0.09
992,533,0,0.01,0.02
654,2468,0,0.005,0.03
431,1163,0,0.005,0.095
1127,2156,0,0.0,0.01
4,1905,1,0.625,0.54
412,182,1,0.85875,0.24875
737,1180,0,0.07,0.155
736,2212,0,0.0,0.015
1076,456,0,0.0,0.05
558,3048,0,0.7,0.7969830122040841
1242,788,0,0.035,0.0
267,145,0,0.175,0.52
592,580,0,0.045,0.035
753,2833,0,0.005,0.12718221883210443
1246,1341,0,0.005,0.085
638,2621,0,0.0,0.0
1300,737,1,0.88,0.52
572,1564,1,0.61,0.45
781,3190,0,0.02,0.295
179,2334,0,0.055,0.235
1341,3021,0,0.01,0.565
267,1595,0,0.0,0.07314035087719299
839,444,0,0.05,0.125
903,2527,1,0.9095,0.43875
67,1495,0,0.005,0.034
875,2612,0,0.165,0.22
431,77,0,0.0,0.005
512,2803,0,0.01,0.015
779,1427,0,0.01,0.04
738,2544,0,0.5224444444444444,0.215
1284,2720,0,0.015,0.08
389,621,0,0.06,0.02
222,3111,0,0.255,0.235
837,897,0,0.0,0.0
1287,2510,0,0.055,0.075
1284,462,0,0.005,0.045
953,850,1,0.84,0.15
244,1163,0,0.0,0.01
606,2474,0,0.02,0.0
923,1180,0,0.0,0.038375
820,703,0,0.005,0.14
1334,430,0,0.0,0.0
1053,163,0,0.19,0.16
601,2105,0,0.0,0.0
781,1816,0,0.0,0.0
1138,547,0,0.235,0.28
642,190,0,0.005,0.01
425,3036,0,0.035,0.04
606,2518,0,0.0,0.0
609,2452,0,0.0,0.06
27,3070,0,0.01,0.01
465,977,0,0.5075714285714286,0.19
49,2072,1,0.16,0.015
1321,260,0,0.01,0.04
797,457,0,0.11,0.16399999999999998
871,316,0,0.355,1.0
92,987,0,0.505,0.455
989,822,1,0.21,0.71
1213,2837,1,0.01,0.015
851,1040,0,0.11,0.15
883,190,0,0.005,0.015
346,1907,0,0.0,0.0
540,5,1,0.67,0.6
462,345,0,0.01,0.01
516,3017,0,0.015,0.02
465,368,0,0.445,0.38
361,1853,0,0.039375,0.065
267,2807,0,0.055,0.005
350,1763,0,0.0,0.025
1046,2348,1,0.07,0.045
860,515,0,0.0,0.0
376,1115,0,0.29,0.855
722,2198,0,0.0,0.0
333,2860,0,0.135,0.015
452,309,0,0.0,0.0
882,2139,0,0.02,0.3415499186423772
453,2045,0,0.005,0.025
544,1182,0,0.01,0.115
689,1127,0,0.0,0.8990070206706787
1190,1485,0,0.005,0.015
858,1007,0,0.005,0.0
26,485,0,0.015,0.02
371,2818,0,0.005,0.03
556,3014,0,0.08,0.65
40,2093,0,0.065,0.035
312,2801,0,0.015,0.07
607,2544,0,0.495,0.215
592,485,0,0.01,0.015
1199,954,0,0.23,0.34
646,3022,0,0.02,0.8990070206706787
1196,791,0,0.07,0.06
1196,3025,0,0.27,0.19
1148,312,0,0.0,0.01
496,1715,0,0.0,0.0
265,465,0,0.265,0.08
669,2984,0,0.205,0.51
914,2049,0,0.505,0.225
1055,758,1,0.87,0.465
541,1010,0,0.045,0.005
711,3163,0,0.555,0.23
803,1146,0,0.0,0.09
910,2444,0,0.0,0.05
357,2108,0,0.37,0.5
1145,3199,0,0.01,0.05
88,3161,0,0.0,0.01
554,832,0,0.005,0.0
490,945,0,0.0,0.0
1341,2062,0,0.135,0.8990070206706787
853,371,0,0.0,0.0
251,2818,0,0.0,0.0
1330,2606,0,0.0,0.0
589,3200,0,0.0,0.14
1205,536,1,0.05,0.005
225,998,0,0.665,0.465
1038,2550,0,0.135,0.155
1295,702,1,0.80875,0.585
653,2765,0,0.005,0.01
1251,314,0,0.01,0.0
808,2960,0,0.04,0.02
432,165,0,0.0,0.0
820,2032,0,0.01,0.02
544,2853,0,0.465,0.6646924200250102
510,2064,0,0.005,0.3
539,1367,0,0.0,0.005
76,362,0,0.18,0.425
194,67,0,0.575,0.07
284,1447,0,0.0,0.015
1196,2133,0,0.005,0.025
1024,2273,0,0.025,0.04
587,1512,0,0.0,0.075
1016,548,0,0.5938888888888889,0.205
853,986,0,0.0,0.0
798,671,1,0.22,0.285
727,3222,0,0.385,0.005
631,2318,1,0.25,0.439375
1257,313,0,0.2,0.105
1186,324,0,0.0,0.0
781,2474,0,0.0,0.005
950,3032,0,0.12,0.075
823,1095,0,0.0,0.25
1334,1146,0,0.005,0.125
1105,462,0,0.025,0.195
859,2613,0,0.025,0.075
604,1120,0,0.0,0.0
1275,2400,0,0.1,0.125
267,3213,0,0.1,0.6625119617224882
1181,2860,0,0.0,0.0
355,1484,0,0.165,0.705
1056,1157,0,0.065,0.8990070206706787
605,2411,0,0.01,0.039
697,2780,1,0.305,0.05
1008,1907,0,0.0,0.0
753,1014,0,0.0,0.3307249645853765
208,1770,0,0.03,0.06
87,1120,0,0.005,0.0
518,1120,0,0.0,0.005
914,2585,0,0.725,0.44875
606,2137,0,0.01,0.0
550,3094,0,0.005,0.03
939,2132,0,0.0,0.09
350,946,0,0.015,0.00875
879,1060,0,0.005,0.005
176,423,0,0.03,0.165
109,1655,0,0.41,0.285
497,1512,0,0.0,0.015
1349,946,0,0.0,0.0
599,1475,0,0.0,0.435
1186,1612,0,0.0,0.055
646,3023,0,0.0,0.565
557,452,0,0.02,0.01
1290,204,0,0.005,0.01
361,452,0,0.0,0.0
923,371,0,0.145,0.115
611,1036,0,0.005,0.354
901,150,1,0.86,0.435
593,367,0,0.085,0.03
602,430,0,0.385,0.38
784,1020,0,0.025,0.065
1278,447,0,0.005,0.04
817,2839,0,0.0,0.0
47,2862,0,0.705,0.13
583,2194,1,0.56,0.9649129665954811
431,1828,0,0.275,0.099
1305,1485,0,0.005,0.0
512,16,0,0.025,0.079
866,192,0,0.0,0.0
506,1010,0,0.0,0.005
523,1497,0,0.005,0.0
587,2821,0,0.0,0.02
860,222,0,0.255,0.53
349,435,0,0.0,0.005
267,1180,0,0.0,0.0
654,3160,0,0.13,0.14
608,257,0,0.055,0.05
49,548,0,0.175,0.085
572,355,0,0.0,0.0
1092,978,1,0.48,0.35
1185,1062,0,0.01,0.055
594,100,0,0.0,0.0
975,461,0,0.025,0.3202572388986106
539,922,0,0.0,0.01
1330,371,0,0.0,0.0
1050,772,0,0.06,0.14
995,2135,0,0.25,0.175
826,2175,0,0.0,0.0
593,1564,0,0.005,0.005
1231,3094,0,0.0,0.05875
1159,651,0,0.17,0.725
29,251,0,0.495,0.09
883,4,0,0.005,0.045
394,3221,0,0.49,0.865
944,2565,0,0.0,0.005
592,1923,0,0.0,0.115
554,2996,0,0.21,0.6048
910,946,0,0.0,0.0
1114,1362,0,0.21,0.4
1319,477,0,0.635,0.34
715,399,1,0.445,0.5611212406015038
779,1039,0,0.005,0.2
821,1519,0,0.815,0.41
839,331,0,0.03,0.02
1259,1157,0,0.005,0.0
1176,2820,0,0.0,0.0
214,2357,0,0.0,0.0
1329,1666,0,0.0,0.435
306,2976,0,0.24317098662207356,0.24317098662207356
214,1533,0,0.0,0.03
859,2660,0,0.31,0.9025773918916447
255,1772,0,0.215,0.13
578,1686,0,0.04,0.114
1190,2008,0,0.0,0.02
823,2850,0,0.025,0.17300000000000001
15,2453,0,0.0,0.0
181,878,0,0.065,0.12
329,3041,0,0.8990070206706788,0.8990070206706787
432,2398,0,0.425,0.259
44,2092,0,0.08,0.04
176,1655,0,0.74,0.595
588,430,0,0.0,0.0
875,2438,0,0.325,0.15
979,1344,0,0.22,0.2
361,430,0,0.005,0.0
571,2600,0,0.1,0.675
325,2619,0,0.025,0.065
1190,2752,0,0.379,0.135
309,403,0,0.02,0.04
465,1612,0,0.0,0.05
1246,1199,0,0.0,0.075
15,791,0,0.005,0.0
615,1612,0,0.06,0.05
273,8,1,0.92,0.765
657,705,0,0.08,0.025
396,1367,0,0.0,0.0
1176,2686,0,0.005,0.005
363,2854,1,0.305,0.255
890,2996,0,0.17,0.6048
1262,368,0,0.0,0.005
584,1828,0,0.335,0.345
265,371,0,0.0,0.0
950,363,0,0.09,0.079
220,15,0,0.095,0.195
781,3183,0,0.0,0.06
577,2146,1,0.8023214285714286,0.19
839,986,0,0.1,0.255
228,1633,0,0.0,0.0
646,1666,0,0.155,0.8990070206706787
322,190,0,0.93,0.73
925,572,0,0.008333333333333333,0.028333333333333335
294,3128,0,0.11,0.16
993,3033,0,0.0,0.005
355,3095,0,0.235,0.18
847,1573,0,0.25,0.03
751,2728,0,0.0,0.0
752,629,0,0.235,0.07
531,1633,0,0.005,0.015
944,2589,0,0.15,0.2
1081,905,0,0.325,0.25
705,1083,0,0.03,0.04
587,1095,0,0.0,0.25
111,473,0,0.555,0.245
532,1214,0,0.005,0.2
531,77,0,0.0,0.0
981,2062,0,0.025,0.475
1293,3060,0,0.0,0.005
1038,219,0,0.07,0.175
588,254,0,0.04,0.005
27,2199,0,0.0,0.004285714285714285
736,257,0,0.0,0.0
139,960,0,0.0,0.0
636,2547,0,0.325,0.22
816,777,0,0.0,0.02
79,3095,0,0.43,0.185
984,2234,1,0.395,0.765
1255,1086,0,0.36,0.285
737,2649,0,0.58,0.9649129665954811
1235,1900,0,0.005,0.0
517,2649,1,0.85,0.9649129665954811
999,3207,0,0.005,0.005
157,1151,0,0.07,0.8990070206706787
1002,1440,0,0.53,0.145
532,1350,0,0.26,0.29
1174,369,0,0.0,0.0
1262,448,0,0.005,0.07
541,2441,0,0.005,0.01
490,1007,0,0.0,0.0
606,945,0,0.0,0.13
590,457,0,0.51,1.0
883,448,0,0.0,0.0
288,3006,0,0.8990070206706788,0.8990070206706787
1275,2435,0,0.20916666666666664,0.345
517,331,0,0.04,0.015
372,740,0,0.0,0.015
773,1512,0,0.01,0.135
1287,2744,0,0.01,0.015
1244,1879,0,0.0,0.0
620,448,0,0.0,0.0
571,2877,0,0.16,0.42
858,2816,0,0.025,0.03
547,1095,0,0.0,0.04
991,1655,0,0.65,0.36
443,73,0,0.305,0.270875
618,1970,0,0.0,0.005
614,273,0,0.0,0.085
225,3175,0,0.0,0.03
1262,358,0,0.085,0.165
287,448,0,0.0,0.01
665,2917,0,0.845,0.265
231,1712,0,0.605,0.06
146,1162,0,0.0,0.01
273,1214,0,0.0,0.035
1114,2425,0,0.21,0.4
389,3023,0,0.17,0.21
512,2791,0,0.0,0.0
219,728,0,0.0,0.365
211,1636,0,0.105,0.16
270,1007,0,0.0,0.005
700,412,1,0.7315,0.28
599,3009,0,0.05375,0.205
584,1169,0,0.05,0.395
897,939,0,0.0,0.0
654,2998,0,0.0,0.02
851,2402,0,0.04,0.025
615,99,0,0.0,0.0
531,2513,1,0.535,0.445
654,2112,0,0.0,0.0
1322,324,0,0.185,0.364
1086,1109,0,0.01,0.3205073099415204
1273,2471,1,0.885,0.5646026845615535
753,2961,0,0.0,0.015
328,3043,0,0.145,0.145
297,2967,0,0.43,0.43
992,2247,1,0.225,0.53
