ltable_id,rtable_id,label,score
journals/sigmod/TaninBS96,iG7qmnG6mqAJ,0,0.35202724358974363
conf/sigmod/BrinDG95,TEX5gaf9mwkJ,0,0.3170436507936508
conf/vldb/CliftonFHKLS03,hDNq3Vxrrm4J,0,0.1916666666666667
conf/vldb/HuebschHLLSS03,RQxD_avT9s4J,0,0.31042973591921885
conf/sigmod/KarbhariRXD02,umrivnVIoj0J,0,0.34120904436746907
journals/sigmod/KimballS95,xSVRlub6_9cJ,0,0.37992938284079325
journals/tods/DattaVCK99,bybuxZ2lRm0J,0,0.35893598511058994
conf/sigmod/TomasicABKNR97,ASt2D-qjgP0J,0,0.4269880533237038
journals/tods/KotidisR01,7hQge_9oGMMJ,0,0.3761020936250294
conf/vldb/Norvag99,6kiYvzSHBvEJ,1,0.834659090909091
journals/sigmod/Fagin02,FKVwJHf1eD4J,0,0.3629527939699436
conf/sigmod/ZhangNDLL01,kWpJY6LKauUJ,0,0.38217139755695956
conf/sigmod/SeshadriP97,url:http://www.springerlink.com/index/P8735323712T2281.pdf,0,0.4041408883514147
journals/tods/OliverS94,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1099627%26type%3Dpdf,0,0.3550174288077514
journals/sigmod/Alonso95a,7v9LpAiq4KEJ,0,0.19836065573770487
journals/tods/Hellerstein98,h2z51QPXcSkJ,0,0.34052152242450756
conf/sigmod/FranklinZ98,yKBaGPC4zrwJ,0,0.3722090698653199
conf/vldb/HeMYW03,TNzzdTSSbH4J,0,0.30372171145686
journals/sigmod/RossFS02,Z4gbMdDyw3cJ,0,0.19493670886075948
journals/tods/LitwinN96,eKvrxzDXW0AJ,1,0.9284213098729228
conf/sigmod/ZhangRL96,ICoe8GLPWMIJ,1,0.8317645642753972
conf/sigmod/AdelbergD99,Pxxjq7CgdS0J,0,0.2812151982143493
conf/vldb/GravanoG97,K9OAl7oAV6kJ,0,0.33368755461146765
conf/sigmod/ShanmugasundaramNSR99,ODvDsK1VEicJ,1,0.7536940335628275
conf/sigmod/GeneserethKD97,V1GBio3oeqMJ,1,0.6215785622827877
conf/vldb/HoelS94,PBMxFmEVlBQJ,1,0.7653869969040248
conf/sigmod/NatsevRS99,PTkFusjXEIwJ,0,0.4545567220764071
conf/vldb/AmielBDS94,1fKcOU28PAEJ,1,0.8121362762280318
journals/tods/LeveneL99,iwPgaJ1eQrkJ,1,0.9612903225806453
conf/sigmod/ChenZCKR01,kjHg56mWhOEJ,0,0.3566067582335965
conf/vldb/DarmontS99,wdmmf7xVXJIJ,0,0.39227109368618807
conf/vldb/Deshpande00,dLP8AfWQ7r0J,0,0.3530343583096038
conf/sigmod/BrodskySCE99,46M3R-D2pvQJ,0,0.35974426807760146
journals/tods/KarpSP03,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D200111010662MT%26recid%3DA0032563AH,0,0.3960720044199394
conf/sigmod/NgLHP98,x-J6IbwI7u8J,1,0.7493782236977726
journals/sigmod/MalaikaEM03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D945739%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1,0.8519097222222224
conf/sigmod/BargaL99,vqTNHgiSKbIJ,0,0.3948242402251837
journals/sigmod/BaaderJN97,dr4SzOhnLB8J,1,0.5235426008968611
conf/vldb/ZhangL98,eLUktfFxTHAJ,0,0.3985157952069716
conf/vldb/FlorescuLS98,N099RzOhQi8J,0,0.3617990457372178
conf/sigmod/Hellerstein00,SjYcdxTGOM8J,0,0.39581468531468533
conf/sigmod/GuptaMR95,kfE-PXWds-wJ,0,0.33893289328932896
conf/vldb/GotoK02,cXOigNRpj1UJ,0,0.4122278991465038
conf/sigmod/CruzJ99,uB_CKSJVerUJ,0,0.3487272727272727
journals/sigmod/RossHLW01,hF6d0-SWSPcJ,0,0.2329411764705883
conf/vldb/YuV00,cD58SWaZP7oJ,0,0.32167890520694264
conf/sigmod/DeutschFS99,OD3tV7b76oQJ,0,0.36877015728291046
conf/vldb/SistlaYH94,ygC4pAYSgsUJ,0,0.35171043401575863
conf/vldb/BaumgartnerFG01a,77D3VpInThQJ,0,0.370015915457092
journals/vldb/AmielBDS96,e9_oU7vSuI4J,0,0.3590833814504594
conf/sigmod/LarsonG03,kn-50YWUci4J,0,0.3714389941968587
journals/sigmod/Camps96,kmVsOnvHaZIJ,0,0.3161666666666667
journals/sigmod/TianDCZ02,JceK-ywXk8UJ,1,0.9869132501485444
conf/vldb/AilamakiDHS01,t-b4j-dF9gAJ,0,0.32442728983940095
conf/vldb/ChenDZ03,lfqer8RmzscJ,0,0.37503835091083415
conf/vldb/ShethKMWDLPLS96,_jgnDEx9DaEJ,0,0.33327461545546655
conf/sigmod/LiC95,fRWFlW2E96cJ,0,0.418450216864396
conf/sigmod/DeolaseeKPRS01,m6InEUbMG7gJ,0,0.36021356356994183
conf/vldb/KaushikBNS02,H_yE_do5UCYJ,0,0.32701686518375983
journals/sigmod/KoksalAD98,EIgl670_SXQJ,0,0.3122340350281527
conf/vldb/Mina98,jvMHeLGy6GcJ,0,0.3166138433515483
conf/vldb/AgrawalK02,1c0AT4oT_cYJ,0,0.33953081232493004
conf/sigmod/ChenJDTW00,OsfWKJek9L8J,1,0.5386634735539375
conf/sigmod/HacigumusILM02,Xcd3qOW2fd4J,0,0.39007145426500267
journals/sigmod/ONeilG95,O0uDi5nEPkcJ,0,0.3384106306144985
journals/sigmod/KantM00,k-fwgZTgbpkJ,0,0.3204225352112676
conf/vldb/RusinkiewiczKTWM95,T2fm7Wb1ak4J,1,0.8475043714668966
conf/vldb/BunemanDHOW95,PXUsChoj8A8J,0,0.3618598236055133
journals/tods/Subrahmanian94,wl8Wa2O28_oJ,1,0.7530837173579109
conf/vldb/SeshadriLR96,IuUkDqGDbesJ,0,0.4549814604350894
conf/sigmod/LiskovACDGGMMS96,53-jpW0LjbcJ,0,0.4102842527842528
journals/sigmod/MalaikaEM03,OGh0R54BW0MJ,1,0.9398689516129033
conf/sigmod/SarawagiTA98,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1066184%26type%3Dpdf,0,0.4284870816058247
conf/vldb/MeoPC96,ak63oe42C-oJ,0,0.5211705152208584
conf/sigmod/HammerGIPUW95,Q2y53UR0g6oJ,0,0.48144131005760893
conf/sigmod/YangWYH02,mu6fdTzHQOwJ,0,0.3736960593204143
conf/sigmod/PengC03,OXth1KrPP4sJ,0,0.4277164354319874
conf/sigmod/MotakisZ97,rxE3_kEQcYoJ,0,0.38567275747508306
conf/sigmod/ZhangRL96,CRLHAnQ3DiYJ,0,0.3659203977540787
conf/vldb/Sterling98,LlP2Fn3bzUMJ,1,0.8583333333333334
conf/vldb/OhuraTPK02,MRMJOega1ukJ,0,0.32700344412885657
conf/sigmod/ChakrabartiM99,6EqWQRiUGHUJ,0,0.4418725490196079
conf/vldb/TsatalosSI94,vMHSepPFnMMJ,0,0.38032747881761403
conf/sigmod/BlottRS96,-N-UE4Poe1sJ,0,0.3765404111517882
journals/sigmod/Aberer02,url:http://doi.wiley.com/10.1002/ace.8701,0,0.31316666666666665
conf/vldb/GarciaLL98,eJrqu6I2pHkJ,1,0.8105806982173175
conf/sigmod/BilirisFOP96,M_Rq87hVxhUJ,0,0.3513871780515118
conf/sigmod/LeeKOTM00,Gr2vzVzLZTUJ,0,0.2943140978518337
journals/tods/ChoG03,HqAWyuB11loJ,1,0.9612903225806453
conf/sigmod/CuiOTS03,zsXYT5jm634J,0,0.40891884531590417
journals/vldb/MaratheS02,OcjxwjWjm-cJ,0,0.2752598690101568
journals/sigmod/BargaL02,lK1Sq-JKPgUJ,0,0.36383165445665444
conf/sigmod/HanKK97,AwiEHFKWsWEJ,0,0.3418029804650657
journals/vldb/TurkerG01,VBapgWSKifMJ,0,0.36936854623506205
conf/vldb/JaedickeM99,HBzKa1XoL4EJ,0,0.3911744212735262
conf/vldb/JosifovskiR99,qCe58TY1fqkJ,0,0.37661295423115226
conf/sigmod/BerensonBGMOO95,fAZOM8gdQ7wJ,0,0.3540330461222104
journals/vldb/Barbara-MillaG94,d6j8tc9zYtQJ,0,0.3806288156288156
conf/vldb/GravanoG97,STdSu3e3qVMJ,0,0.3538400488400488
journals/vldb/ChenHY97,GcwXXFcVl_IJ,0,0.25439071696094173
conf/vldb/VieiraM03,b9zAhFneX5YJ,1,0.7434192672998643
conf/vldb/PacittMS99,hKawtm0BmOEJ,0,0.3382930993236337
journals/sigmod/FrankGGJKLMNPSSSTW99,CnnVQyVfZusJ,0,0.36814986737400535
conf/vldb/AgrawalLSS95,Zbv89s2eSnwJ,1,0.6045826121688189
conf/sigmod/Aulakh98,gGDQ2HKF0OQJ,0,0.33287401574803155
journals/tods/GutingBEJLSV00,ZHrldrRfRxMJ,1,0.7589975262183957
conf/vldb/ChenHWW02,0BI3QmFJd7AJ,0,0.3309860781919606
conf/vldb/RezendeH98,F82YfvqF6vIJ,0,0.3586027068169925
conf/vldb/CareyD96,wEZuw_ozszIJ,0,0.36971667244338813
conf/sigmod/AdaliCPS96,npAaKsmFlpcJ,1,0.7631873505182036
journals/sigmod/LohmanGFS01,mkM9T_4RmqcJ,0,0.3604157909206197
conf/sigmod/FranklinZ98,url:http://ieeexplore.ieee.org/iel5/10304/32737/01536696.pdf%3Farnumber%3D1536696,0,0.32403703703703707
conf/vldb/RamamrithamABEGP00,PFXdMAy1d-kJ,0,0.30063027035658707
conf/sigmod/BrinMS97,lx7jXjm_Fa0J,1,0.8180336220071319
conf/vldb/CatozziR95,VGDJ7x2IcJUJ,0,0.34565473041879463
conf/vldb/YangKL97,ev0mVpk_d0UJ,0,0.37470317578231255
conf/sigmod/GillmannWSWW00,-lSs35XEYaYJ,0,0.4097432421954983
journals/vldb/AbiteboulCM98,url:http://portal.acm.org/citation.cfm%3Fid%3D984409.984412%26coll%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,0,0.2965287554635381
conf/sigmod/KriegelMPS01,uPBlQ76s_g4J,0,0.34989062957733036
conf/vldb/BamfordAP99,lJNs48yqUfcJ,0,0.2712643678160919
conf/sigmod/AgrawalW00,64ov6Jvm5gIJ,0,0.3330447120708749
journals/vldb/OzsuPSILM95,E02lExYdRYwJ,1,0.8137626262626263
journals/sigmod/CherniakV03,LF2Mfkw48NoJ,0,0.18487394957983197
conf/sigmod/HristidisKP01,PjotCX33ODMJ,0,0.43345021218332663
conf/sigmod/BerchtoldBK98,j46yGNUAS-IJ,1,0.7305374729835937
journals/vldb/HarrisR96,5ddV_KksyeYJ,0,0.2954107142857143
conf/vldb/DattaRT99,9a9g4CiR-_kJ,0,0.33148876298547353
conf/vldb/GuntzerBK00,UusUgp94Cc0J,0,0.33587420508201643
conf/vldb/ChaudhuriN97,QtpyA6oVv2UJ,0,0.33741545893719804
journals/sigmod/Snodgrass94,SYVDufoTe_IJ,1,0.9881944444444446
conf/sigmod/DeshpandeNGS03a,TtpNyg2weMoJ,0,0.3493255126478072
journals/sigmod/AilamakiH03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D945725%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1,0.9944444444444446
journals/sigmod/Franklin98b,HXn5gTIgEDcJ,0,0.32531645569620254
conf/vldb/YuSLJ02,xYEfeYUTOQYJ,0,0.26331168831168833
journals/sigmod/JacobS99,PZqCmiGKErMJ,0,0.38883566228767474
conf/sigmod/ArefBV95,K7mfVCHc3noJ,1,0.7139383701883701
journals/sigmod/McClatcheyV97,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D271087%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1,0.6000000000000001
conf/vldb/GilbertKMS01,wckfQhU2mPIJ,0,0.32910582672785427
journals/vldb/IshakbeyogluO98,1hE3eWRZoSEJ,0,0.39099763387898984
conf/vldb/BrodieC99,Sds3euytD38J,0,0.3557868180384736
journals/sigmod/BabuW01,RmbIKLLWdskJ,0,0.3785965828834582
conf/vldb/HumborstadSHT97,oAzvWOi68yIJ,0,0.34338624338624346
conf/vldb/FerrandinaMZ94,ZgRzt_urnaYJ,0,0.3067541343922607
conf/sigmod/IoannidisLANT97,RDYDZgifz6oJ,0,0.40335317460317466
conf/sigmod/ChaudhuriMN99,qbKdezwb2AcJ,0,0.3734487734487735
conf/vldb/BouganimFV96,Ci2-4E6d-40J,0,0.4041309110043126
conf/vldb/ShuklaDNR96,vnezjPI8jYIJ,1,0.9566666666666668
